name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,state,status
Odilia Crossley,1977-01-20,1833,92109,2011-09-10,1403.0,1276.0,45,San Diego,San Diego County,CA,high risk
Lizzette Blowers,1985-03-23,1435,92162,2011-10-09,1899.0,1727.0,37,San Diego,San Diego County,CA,high risk
Dalila Mccalla,1900-01-01,471,92186,2012-08-23,0.0,1227.0,122,San Diego,San Diego County,CA,high risk
Ligia Cash,1983-08-22,1415,92101,2011-08-09,2223.0,2021.0,39,San Diego,San Diego County,CA,high risk
Randi Keppler,1900-01-01,1912,92163,2010-08-17,1547.0,1346.0,122,San Diego,San Diego County,CA,high risk
Kathlene Olberding,1987-04-04,1214,92126,2010-04-13,2039.0,1854.0,35,San Diego,San Diego County,CA,high risk
Mitzie Yeldell,2006-01-13,1720,92129,2011-10-03,1878.0,1503.0,16,San Diego,San Diego County,CA,high risk
Anne Mielke,1953-04-11,115,92168,2010-11-10,2379.0,2163.0,69,San Diego,San Diego County,CA,high risk
Beata Bevans,2023-09-18,184,92107,2012-06-21,1311.0,1140.0,-1,San Diego,San Diego County,CA,high risk
Vada Pesina,1982-07-26,2351,92194,2011-05-10,1799.0,1636.0,40,San Diego,San Diego County,CA,high risk
Beau Villanova,1998-06-22,186,92167,2010-05-04,1991.0,1593.0,24,San Diego,San Diego County,CA,high risk
Dann Kerwin,1966-02-22,492,92140,2011-03-09,1915.0,1741.0,56,San Diego,San Diego County,CA,high risk
Magali Spade,1900-01-01,1522,92137,2010-11-09,1800.0,1637.0,122,San Diego,San Diego County,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,2012-08-08,2300.0,1840.0,65,San Diego,San Diego County,CA,high risk
Vito Sundquist,1900-01-01,2392,92175,2010-08-12,1933.0,1758.0,122,San Diego,San Diego County,CA,high risk
Vada Pesina,1982-07-26,2351,92194,2012-02-09,1799.0,1636.0,40,San Diego,San Diego County,CA,high risk
Shandi Durfey,1969-02-20,2071,92136,2011-06-20,1989.0,1730.0,53,San Diego,San Diego County,CA,high risk
Chau Luczynski,1900-01-01,374,92119,2010-04-07,1605.0,1284.0,122,San Diego,San Diego County,CA,high risk
Beata Bevans,2023-09-18,184,92107,2010-02-10,1254.0,1140.0,-1,San Diego,San Diego County,CA,high risk
Lizzette Krajewski,2006-12-18,1436,92147,2010-09-10,2128.0,1935.0,16,San Diego,San Diego County,CA,high risk
Daniel Ratliff,1900-01-01,486,92130,2010-11-12,1739.0,1581.0,122,San Diego,San Diego County,CA,high risk
Lani Hessler,1900-01-01,1319,92138,2011-06-01,0.0,1464.0,122,San Diego,San Diego County,CA,high risk
Lenita Setton,1982-10-28,1383,92170,2010-08-09,1227.0,1116.0,40,San Diego,San Diego County,CA,high risk
Madie Pompa,1966-04-28,1516,92115,2012-04-21,1765.0,1535.0,56,San Diego,San Diego County,CA,high risk
Chelsie Dunmore,1983-10-07,378,92171,2012-05-28,1708.0,1367.0,39,San Diego,San Diego County,CA,high risk
Ronna Messer,1966-04-08,1967,92139,2012-05-10,979.0,890.0,56,San Diego,San Diego County,CA,high risk
Sadie Wallis,1900-01-01,2031,92132,2011-07-10,2281.0,1825.0,122,San Diego,San Diego County,CA,high risk
Paris Teston,1900-01-01,1861,92124,2011-07-10,0.0,1778.0,122,San Diego,San Diego County,CA,high risk
Joan Mackay,1987-02-13,1117,92191,2010-06-15,2074.0,1886.0,35,San Diego,San Diego County,CA,high risk
Beckie Balbuena,1984-06-14,187,92135,2011-03-25,2165.0,1883.0,38,San Diego,San Diego County,CA,high risk
Shelby Sedillo,1900-01-01,2111,92149,2011-06-11,1950.0,1773.0,122,San Diego,San Diego County,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,2011-10-13,1866.0,1697.0,36,San Diego,San Diego County,CA,high risk
Rolande Westby,1900-01-01,1959,92107,2010-10-14,1905.0,1524.0,122,San Diego,San Diego County,CA,high risk
Stacia Fambro,1900-01-01,2168,92114,2012-08-16,2183.0,1747.0,122,San Diego,San Diego County,CA,high risk
Odelia Dugan,1995-04-18,1830,92190,2011-06-01,0.0,1290.0,27,San Diego,San Diego County,CA,high risk
Tara Noll,1972-10-08,2224,92162,2012-01-10,1584.0,1440.0,50,San Diego,San Diego County,CA,high risk
Mitzie Yeldell,2006-01-13,1720,92129,2011-04-01,1878.0,1503.0,16,San Diego,San Diego County,CA,high risk
Gwendolyn Licea,1991-08-12,894,92128,2012-08-09,1493.0,1358.0,31,San Diego,San Diego County,CA,high risk
Shiela Fremont,2004-02-19,2130,92163,2010-08-11,1380.0,1255.0,18,San Diego,San Diego County,CA,high risk
Sherice Fabre,1900-01-01,2117,92117,2012-05-07,1556.0,1245.0,122,San Diego,San Diego County,CA,high risk
Sadie Wallis,1900-01-01,2031,92132,2010-08-31,2098.0,1825.0,122,San Diego,San Diego County,CA,high risk
Madeline Arp,1900-01-01,1514,92182,2011-02-13,1643.0,1494.0,122,San Diego,San Diego County,CA,high risk
Tori Blaker,1900-01-01,2308,92128,2011-01-16,1698.0,1544.0,122,San Diego,San Diego County,CA,high risk
Sharda Weld,1989-12-01,2086,92133,2011-04-19,2792.0,2234.0,33,San Diego,San Diego County,CA,high risk
Nichole Nethery,1900-01-01,1786,92123,2010-02-10,1342.0,1220.0,122,San Diego,San Diego County,CA,high risk
Otha Overlock,1985-12-18,1848,92104,2012-01-21,1489.0,1295.0,37,San Diego,San Diego County,CA,high risk
Josefine Engelhard,1993-12-19,1149,92103,2012-04-11,1488.0,1353.0,29,San Diego,San Diego County,CA,high risk
Nery Villafana,1980-04-19,1775,92101,2011-04-02,2377.0,1902.0,42,San Diego,San Diego County,CA,high risk
Renata Vandiver,1900-01-01,1934,92182,2010-11-11,1479.0,1345.0,122,San Diego,San Diego County,CA,high risk
Jaimie Tsang,1900-01-01,1015,92171,2010-03-28,1814.0,1578.0,122,San Diego,San Diego County,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,2010-08-19,1863.0,1491.0,47,San Diego,San Diego County,CA,high risk
Gudrun Pettey,1976-11-07,889,92104,2010-10-10,2333.0,2121.0,46,San Diego,San Diego County,CA,high risk
Abbey Kluth,1900-01-01,2,92198,2010-08-22,1861.0,1619.0,122,San Diego,San Diego County,CA,high risk
Larae Netherland,1900-01-01,1323,92155,2012-03-18,1035.0,900.0,122,San Diego,San Diego County,CA,high risk
Luana Pflum,1978-10-17,1465,92114,2010-11-14,1458.0,1326.0,44,San Diego,San Diego County,CA,high risk
Evelyne Griffith,1900-01-01,746,92164,2010-08-30,1811.0,1575.0,122,San Diego,San Diego County,CA,high risk
Nam Armendariz,1900-01-01,1749,92196,2011-09-09,1578.0,1435.0,122,San Diego,San Diego County,CA,high risk
Londa Coloma,1986-09-11,1443,92179,2012-07-13,0.0,1399.0,36,San Diego,San Diego County,CA,high risk
Polly Eaker,1972-11-12,1891,92165,2012-06-14,1501.0,1365.0,50,San Diego,San Diego County,CA,high risk
Cyrstal Thoma,1994-08-16,465,92150,2010-04-16,1131.0,1029.0,28,San Diego,San Diego County,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,2011-05-17,1987.0,1728.0,122,San Diego,San Diego County,CA,high risk
Nelle Domingues,1900-01-01,1773,92196,2012-07-11,1476.0,1342.0,122,San Diego,San Diego County,CA,high risk
Bobbi Guerette,1984-11-04,225,92129,2010-11-27,2278.0,1981.0,38,San Diego,San Diego County,CA,high risk
Vincenzo Allsup,2001-03-06,2386,92196,2012-04-23,1202.0,1046.0,21,San Diego,San Diego County,CA,high risk
Forest Kates,1977-05-21,790,92163,2012-09-06,2055.0,1644.0,45,San Diego,San Diego County,CA,high risk
Debera Strite,1900-01-01,533,92182,2010-02-15,1596.0,1451.0,122,San Diego,San Diego County,CA,high risk
Kristal Meals,1900-01-01,1280,92134,2010-03-09,2230.0,2028.0,122,San Diego,San Diego County,CA,high risk
Lettie Caron,2002-01-26,1408,92170,2010-11-09,1728.0,1571.0,20,San Diego,San Diego County,CA,high risk
Dalene Bialaszewski,1900-01-01,469,92199,2012-03-12,1276.0,1160.0,122,San Diego,San Diego County,CA,high risk
Charley Ding,1900-01-01,371,92177,2010-11-15,1268.0,1153.0,122,San Diego,San Diego County,CA,high risk
Alex Earle,2001-11-02,43,92149,2010-07-13,1639.0,1490.0,21,San Diego,San Diego County,CA,high risk
Lloyd Holbert,1900-01-01,1437,92115,2012-04-05,0.0,1810.0,122,San Diego,San Diego County,CA,high risk
Octavia Stoddard,1900-01-01,1827,92121,2011-07-01,0.0,1233.0,122,San Diego,San Diego County,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,2012-07-12,1613.0,1467.0,6,San Diego,San Diego County,CA,high risk
Shirly Bruneau,1964-08-01,2136,92104,2010-12-10,1589.0,1445.0,58,San Diego,San Diego County,CA,high risk
Oliva Jorgenson,1900-01-01,1840,92155,2011-10-09,1877.0,1707.0,122,San Diego,San Diego County,CA,high risk
Sherly Mccutchen,1900-01-01,2121,92179,2012-09-15,1554.0,1413.0,122,San Diego,San Diego County,CA,high risk
Fe Zurita,1993-04-14,771,92199,2012-05-09,2102.0,1911.0,29,San Diego,San Diego County,CA,high risk
Lizeth Mcpheeters,1900-01-01,1434,92120,2011-05-01,0.0,1579.0,122,San Diego,San Diego County,CA,high risk
Evelyne Griffith,1900-01-01,746,92164,2011-01-25,1811.0,1575.0,122,San Diego,San Diego County,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,2011-07-13,2121.0,1697.0,36,San Diego,San Diego County,CA,high risk
Annamae Slayton,1900-01-01,110,92174,2012-01-16,1370.0,1246.0,122,San Diego,San Diego County,CA,high risk
Lonna Meek,1900-01-01,1444,92194,2012-03-10,1947.0,1770.0,122,San Diego,San Diego County,CA,high risk
Stephen Schaller,1900-01-01,2179,92154,2010-11-01,0.0,1652.0,122,San Diego,San Diego County,CA,high risk
Jene Aguiar,1900-01-01,1087,92135,2010-12-10,1156.0,1051.0,122,San Diego,San Diego County,CA,high risk
Julieta Weaver,1900-01-01,1174,92179,2012-07-09,1744.0,1586.0,122,San Diego,San Diego County,CA,high risk
Merna Lasalle,1900-01-01,1672,92107,2010-10-09,1841.0,1674.0,122,San Diego,San Diego County,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,2012-07-01,1987.0,1728.0,122,San Diego,San Diego County,CA,high risk
Halina Carron,1975-11-07,900,92193,2011-02-13,1247.0,1134.0,47,San Diego,San Diego County,CA,high risk
Nery Villafana,1980-04-19,1775,92101,2010-06-09,2377.0,1902.0,42,San Diego,San Diego County,CA,high risk
Risa Gallaway,1900-01-01,1951,92174,2012-05-04,2705.0,2164.0,122,San Diego,San Diego County,CA,high risk
Darrel Cianciolo,1900-01-01,509,92194,2012-07-11,1643.0,1494.0,122,San Diego,San Diego County,CA,high risk
Christin Svoboda,1984-09-17,395,92131,2012-08-09,0.0,1837.0,38,San Diego,San Diego County,CA,high risk
Beau Villanova,1998-06-22,186,92167,2011-05-23,1831.0,1593.0,24,San Diego,San Diego County,CA,high risk
Lee Bickford,1972-11-11,1368,92158,2010-07-09,1193.0,1085.0,50,San Diego,San Diego County,CA,high risk
Veronica Ingalls,1984-09-20,2374,92192,2012-01-12,1545.0,1405.0,38,San Diego,San Diego County,CA,high risk
Emil Oler,1986-05-23,697,92106,2010-03-15,1325.0,1205.0,36,San Diego,San Diego County,CA,high risk
Beckie Balbuena,1984-06-14,187,92135,2012-09-18,2165.0,1883.0,38,San Diego,San Diego County,CA,high risk
Veronica Ingalls,1984-09-20,2374,92192,2010-04-10,1545.0,1405.0,38,San Diego,San Diego County,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,2010-03-12,1640.0,1491.0,47,San Diego,San Diego County,CA,high risk
Hertha Rentas,1900-01-01,938,92126,2012-07-13,1524.0,1386.0,122,San Diego,San Diego County,CA,high risk
Alva Guadarrama,1989-10-11,69,92119,2011-04-09,2142.0,1948.0,33,San Diego,San Diego County,CA,high risk
Kesha Cesar,1900-01-01,1246,92159,2012-07-12,1169.0,1063.0,122,San Diego,San Diego County,CA,high risk
Wendell Blackmer,1977-06-14,2417,92164,2011-05-22,1941.0,1688.0,45,San Diego,San Diego County,CA,high risk
Aurora Stricklin,1960-04-28,169,92150,2011-01-28,1971.0,1714.0,62,San Diego,San Diego County,CA,high risk
Vito Sundquist,1900-01-01,2392,92175,2010-11-25,2021.0,1758.0,122,San Diego,San Diego County,CA,high risk
Shandi Durfey,1969-02-20,2071,92136,2011-05-06,2162.0,1730.0,53,San Diego,San Diego County,CA,high risk
Alex Earle,2001-11-02,43,92149,2010-10-21,1713.0,1490.0,21,San Diego,San Diego County,CA,high risk
Luana Pflum,1978-10-17,1466,92112,2012-01-31,1375.0,1196.0,44,San Diego,San Diego County,CA,high risk
Nathaniel Prahl,1900-01-01,1767,92110,2011-02-11,1381.0,1256.0,122,San Diego,San Diego County,CA,high risk
Shalonda Kerns,1900-01-01,2067,92187,2012-05-11,1648.0,1499.0,122,San Diego,San Diego County,CA,high risk
Nathaniel Prahl,1900-01-01,1767,92110,2010-02-26,1444.0,1256.0,122,San Diego,San Diego County,CA,high risk
Marvella Westling,1900-01-01,1622,92172,2010-09-29,2025.0,1761.0,122,San Diego,San Diego County,CA,high risk
Seymour Stober,1969-03-25,2064,92120,2010-09-13,1518.0,1380.0,53,San Diego,San Diego County,CA,high risk
Jay Presley,2005-03-17,1070,92150,2012-01-30,1886.0,1640.0,17,San Diego,San Diego County,CA,high risk
Gaynell Neff,1968-12-11,821,92136,2010-04-05,0.0,1332.0,54,San Diego,San Diego County,CA,high risk
Glady Sautter,1900-01-01,867,92177,2012-06-15,1909.0,1736.0,122,San Diego,San Diego County,CA,high risk
Nery Villafana,1980-04-19,1775,92101,2012-09-11,2092.0,1902.0,42,San Diego,San Diego County,CA,high risk
Kimberely Stlouis,1900-01-01,1254,92136,2011-12-13,1543.0,1403.0,122,San Diego,San Diego County,CA,high risk
Remona Brobst,1900-01-01,1933,92164,2012-03-16,1279.0,1163.0,122,San Diego,San Diego County,CA,high risk
Julieta Weaver,1900-01-01,1174,92179,2010-06-09,1744.0,1586.0,122,San Diego,San Diego County,CA,high risk
Jazmine Rudisill,1972-09-21,1074,92105,2012-08-09,2091.0,1901.0,50,San Diego,San Diego County,CA,high risk
Jacqualine Bruso,1969-09-17,1005,92103,2010-11-13,1382.0,1257.0,53,San Diego,San Diego County,CA,high risk
Alfonzo Pilger,1900-01-01,46,92199,2011-08-15,1883.0,1712.0,122,San Diego,San Diego County,CA,high risk
Janette Flowers,1900-01-01,1038,92162,2012-06-15,1805.0,1641.0,122,San Diego,San Diego County,CA,high risk
Jacinto Calcote,2017-06-11,999,92161,2012-05-06,2243.0,1795.0,5,San Diego,San Diego County,CA,high risk
Zaida Koepke,1965-01-08,2467,92109,2011-10-10,1579.0,1436.0,57,San Diego,San Diego County,CA,high risk
Irina Situ,1962-08-10,979,92197,2010-10-11,2373.0,2158.0,60,San Diego,San Diego County,CA,high risk
Marica Burkey,1975-11-06,1581,92170,2011-09-12,1025.0,932.0,47,San Diego,San Diego County,CA,high risk
Seymour Zawacki,2002-06-06,2065,92195,2011-05-26,1830.0,1592.0,20,San Diego,San Diego County,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,2011-03-25,2065.0,1652.0,122,San Diego,San Diego County,CA,high risk
Londa Coloma,1986-09-11,1443,92179,2010-05-10,1538.0,1399.0,36,San Diego,San Diego County,CA,high risk
Margarete Gallivan,1989-04-16,1558,92138,2011-03-10,1637.0,1489.0,33,San Diego,San Diego County,CA,high risk
Alvin Bise,1984-04-23,71,92161,2011-02-01,0.0,1601.0,38,San Diego,San Diego County,CA,high risk
Kacey Varnado,1900-01-01,1179,92175,2010-08-16,1686.0,1533.0,122,San Diego,San Diego County,CA,high risk
Ngoc Milner,1959-08-02,1781,92108,2011-07-09,1930.0,1755.0,63,San Diego,San Diego County,CA,high risk
Charleen Bost,1900-01-01,369,92116,2012-06-10,676.0,615.0,122,San Diego,San Diego County,CA,high risk
Judy Groth,1900-01-01,1164,92198,2011-11-14,2510.0,2282.0,122,San Diego,San Diego County,CA,high risk
Mertie Hoskins,1968-03-19,1679,92107,2011-12-10,1309.0,1190.0,54,San Diego,San Diego County,CA,high risk
Patty Perlman,1970-01-09,1866,92114,2012-06-12,1865.0,1696.0,52,San Diego,San Diego County,CA,high risk
Naida Bergh,1900-01-01,1745,92123,2011-06-09,1189.0,1081.0,122,San Diego,San Diego County,CA,high risk
Cassy Heuer,2003-09-20,336,92196,2010-07-01,0.0,1976.0,19,San Diego,San Diego County,CA,high risk
Forest Kates,1977-05-21,790,92163,2012-01-13,1808.0,1644.0,45,San Diego,San Diego County,CA,high risk
Corie Grove,1900-01-01,447,92128,2010-11-10,1255.0,1004.0,122,San Diego,San Diego County,CA,high risk
Hsiu Smithwick,1966-03-19,958,92175,2012-09-09,1895.0,1723.0,56,San Diego,San Diego County,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,2010-11-27,1687.0,1467.0,6,San Diego,San Diego County,CA,high risk
Shiela Fremont,2004-02-19,2130,92163,2010-06-12,1380.0,1255.0,18,San Diego,San Diego County,CA,high risk
Clorinda Looby,1980-09-04,431,92127,2011-02-17,1480.0,1287.0,42,San Diego,San Diego County,CA,high risk
Beata Bevans,2023-09-18,184,92107,2011-04-18,1311.0,1140.0,-1,San Diego,San Diego County,CA,high risk
Versie Shelley,1990-12-26,2377,92172,2012-02-12,1470.0,1337.0,32,San Diego,San Diego County,CA,high risk
Debera Strite,1900-01-01,533,92182,2011-11-09,1596.0,1451.0,122,San Diego,San Diego County,CA,high risk
Mellie Weber,1900-01-01,1659,92190,2011-07-17,1834.0,1595.0,122,San Diego,San Diego County,CA,high risk
Kristal Meals,1900-01-01,1280,92134,2011-06-30,2332.0,2028.0,122,San Diego,San Diego County,CA,high risk
Versie Shelley,1990-12-26,2377,92172,2010-05-13,1470.0,1337.0,32,San Diego,San Diego County,CA,high risk
Patty Perlman,1970-01-09,1866,92114,2012-04-13,1865.0,1696.0,52,San Diego,San Diego County,CA,high risk
Sean Proctor,1900-01-01,2057,92117,2010-12-08,2456.0,1965.0,122,San Diego,San Diego County,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,2010-11-20,1573.0,1368.0,122,San Diego,San Diego County,CA,high risk
Yer Avey,1981-08-05,2449,92129,2011-11-01,0.0,1308.0,41,San Diego,San Diego County,CA,high risk
Magali Spade,1900-01-01,1522,92137,2010-12-09,1800.0,1637.0,122,San Diego,San Diego County,CA,high risk
Isaiah Clayton,1900-01-01,985,92166,2010-10-10,2039.0,1854.0,122,San Diego,San Diego County,CA,high risk
Rutha Harshaw,1965-03-12,2016,92191,2011-06-12,1511.0,1374.0,57,San Diego,San Diego County,CA,high risk
Alex Earle,2001-11-02,43,92149,2012-04-09,1639.0,1490.0,21,San Diego,San Diego County,CA,high risk
Marvella Westling,1900-01-01,1622,92172,2010-04-06,2201.0,1761.0,122,San Diego,San Diego County,CA,high risk
Valery Ensminger,1900-01-01,2354,92166,2010-03-09,1998.0,1817.0,122,San Diego,San Diego County,CA,high risk
Mae Sarvis,1900-01-01,1518,92176,2012-04-05,1938.0,1551.0,122,San Diego,San Diego County,CA,high risk
Ariel Mathisen,1900-01-01,136,92163,2012-07-10,1505.0,1369.0,122,San Diego,San Diego County,CA,high risk
Camilla Cashwell,1997-05-19,280,92127,2011-09-09,1582.0,1439.0,25,San Diego,San Diego County,CA,high risk
Erlinda Greenman,1900-01-01,711,92111,2011-08-14,1276.0,1160.0,122,San Diego,San Diego County,CA,high risk
Bradley Muench,1900-01-01,231,92159,2012-03-01,1566.0,1362.0,122,San Diego,San Diego County,CA,high risk
Dannie Hallam,1900-01-01,490,92167,2011-03-19,1996.0,1736.0,122,San Diego,San Diego County,CA,high risk
Dusti Rueb,1900-01-01,615,92184,2011-12-09,1888.0,1717.0,122,San Diego,San Diego County,CA,high risk
Myrl Scudder,1900-01-01,1740,92131,2011-04-11,1456.0,1324.0,122,San Diego,San Diego County,CA,high risk
Tara Chalk,1900-01-01,2222,92112,2010-08-15,1965.0,1787.0,122,San Diego,San Diego County,CA,high risk
Eldridge Mccarver,1900-01-01,646,92120,2011-01-30,901.0,784.0,122,San Diego,San Diego County,CA,high risk
Judy Groth,1900-01-01,1164,92198,2012-04-01,2852.0,2282.0,122,San Diego,San Diego County,CA,high risk
Cristobal Tygart,1900-01-01,457,92176,2010-09-21,1117.0,972.0,122,San Diego,San Diego County,CA,high risk
Jacqualine Bruso,1969-09-17,1005,92103,2012-09-13,1382.0,1257.0,53,San Diego,San Diego County,CA,high risk
Ariel Mathisen,1900-01-01,136,92163,2010-05-04,1711.0,1369.0,122,San Diego,San Diego County,CA,high risk
Corrin Mask,1900-01-01,451,92103,2010-07-01,0.0,1528.0,122,San Diego,San Diego County,CA,high risk
Trinity Moline,1900-01-01,2328,92115,2012-05-25,1695.0,1474.0,122,San Diego,San Diego County,CA,high risk
Blair Schroder,1973-08-01,216,92122,2010-02-09,1712.0,1557.0,49,San Diego,San Diego County,CA,high risk
Rudolph Fredrickson,1979-12-18,2007,92177,2010-07-31,2477.0,2154.0,43,San Diego,San Diego County,CA,high risk
Kendrick Mceachin,1959-03-21,1241,92153,2011-04-09,1734.0,1577.0,63,San Diego,San Diego County,CA,high risk
Han Freudenthal,1965-06-02,906,92107,2011-09-18,2162.0,1880.0,57,San Diego,San Diego County,CA,high risk
Vernia Coloma,1900-01-01,2370,92105,2012-05-09,1829.0,1663.0,122,San Diego,San Diego County,CA,high risk
Roni Sasso,1995-04-28,1966,92168,2010-11-14,1690.0,1537.0,27,San Diego,San Diego County,CA,high risk
Ross Latson,1900-01-01,1995,92142,2010-05-23,1478.0,1286.0,122,San Diego,San Diego County,CA,high risk
Risa Gallaway,1900-01-01,1951,92174,2011-10-17,2705.0,2164.0,122,San Diego,San Diego County,CA,high risk
Cleotilde Carty,1900-01-01,423,92123,2012-06-01,0.0,1744.0,122,San Diego,San Diego County,CA,high risk
Bradley Muench,1900-01-01,231,92159,2011-03-12,1498.0,1362.0,122,San Diego,San Diego County,CA,high risk
Meagan Stuck,1991-05-20,1650,92101,2011-03-09,2063.0,1876.0,31,San Diego,San Diego County,CA,high risk
Reinaldo Kuykendall,1900-01-01,1929,92166,2011-08-09,1906.0,1733.0,122,San Diego,San Diego County,CA,high risk
Hayden Holford,1900-01-01,922,92138,2011-08-09,2306.0,2097.0,122,San Diego,San Diego County,CA,high risk
Naida Bergh,1900-01-01,1745,92123,2011-03-09,1189.0,1081.0,122,San Diego,San Diego County,CA,high risk
Alona Cookingham,1900-01-01,64,92101,2010-07-02,2348.0,1879.0,122,San Diego,San Diego County,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,2011-11-11,1504.0,1368.0,122,San Diego,San Diego County,CA,high risk
Angla Durrah,1900-01-01,100,92160,2012-05-09,1640.0,1491.0,122,San Diego,San Diego County,CA,high risk
Corie Grove,1900-01-01,447,92128,2011-11-24,1154.0,1004.0,122,San Diego,San Diego County,CA,high risk
Denna Rumery,1955-04-19,560,92123,2012-02-13,1729.0,1572.0,67,San Diego,San Diego County,CA,high risk
Christa Gobel,1957-12-13,393,92187,2011-08-11,1738.0,1580.0,65,San Diego,San Diego County,CA,high risk
Boyd Silliman,1900-01-01,229,92175,2010-08-10,1171.0,1065.0,122,San Diego,San Diego County,CA,high risk
Ron Grey,1977-01-22,1965,92117,2011-03-03,2241.0,1949.0,45,San Diego,San Diego County,CA,high risk
Kathlene Olberding,1987-04-04,1214,92126,2010-10-27,2132.0,1854.0,35,San Diego,San Diego County,CA,high risk
Chelsie Dunmore,1983-10-07,378,92171,2012-06-23,1572.0,1367.0,39,San Diego,San Diego County,CA,high risk
Sean Proctor,1900-01-01,2057,92117,2010-02-19,2259.0,1965.0,122,San Diego,San Diego County,CA,high risk
Margarete Gallivan,1989-04-16,1558,92138,2011-06-09,1637.0,1489.0,33,San Diego,San Diego County,CA,high risk
Luana Pflum,1978-10-17,1466,92112,2011-07-17,1375.0,1196.0,44,San Diego,San Diego County,CA,high risk
Marvella Westling,1900-01-01,1624,92193,2011-10-23,1643.0,1429.0,122,San Diego,San Diego County,CA,high risk
Chau Luczynski,1900-01-01,374,92119,2010-11-14,1605.0,1284.0,122,San Diego,San Diego County,CA,high risk
Ryan Heng,1900-01-01,2020,92106,2011-04-01,0.0,1468.0,122,San Diego,San Diego County,CA,high risk
Eldridge Mccarver,1900-01-01,646,92120,2011-07-23,901.0,784.0,122,San Diego,San Diego County,CA,high risk
Beata Bevans,2023-09-18,184,92107,2011-10-30,1311.0,1140.0,-1,San Diego,San Diego County,CA,high risk
Joselyn Mani,1949-08-11,1152,92192,2011-05-14,1834.0,1668.0,73,San Diego,San Diego County,CA,high risk
Fawn Sage,1979-10-17,756,92103,2010-06-14,1973.0,1794.0,43,San Diego,San Diego County,CA,high risk
Charley Ding,1900-01-01,371,92177,2010-09-02,1441.0,1153.0,122,San Diego,San Diego County,CA,high risk
Lloyd Holbert,1900-01-01,1437,92115,2010-05-13,1991.0,1810.0,122,San Diego,San Diego County,CA,high risk
Nadine Defalco,2001-10-20,1744,92104,2011-03-09,1614.0,1468.0,21,San Diego,San Diego County,CA,high risk
Delois Dyer,1900-01-01,545,92164,2011-08-10,1508.0,1371.0,122,San Diego,San Diego County,CA,high risk
Pamila Macky,1900-01-01,1858,92198,2011-10-16,2047.0,1861.0,122,San Diego,San Diego County,CA,high risk
Beau Villanova,1998-06-22,186,92167,2012-06-24,1831.0,1593.0,24,San Diego,San Diego County,CA,high risk
Alayna Alger,1973-06-23,30,92116,2010-06-03,1231.0,985.0,49,San Diego,San Diego County,CA,high risk
Michele Luck,1900-01-01,1687,92179,2010-06-20,2081.0,1810.0,122,San Diego,San Diego County,CA,high risk
Holli Romer,1983-10-11,946,92104,2010-08-16,1491.0,1356.0,39,San Diego,San Diego County,CA,high risk
Portia Pettiford,1900-01-01,1894,92142,2011-05-01,0.0,1493.0,122,San Diego,San Diego County,CA,high risk
Angelika Halberg,1968-09-24,95,92101,2010-10-10,1364.0,1240.0,54,San Diego,San Diego County,CA,high risk
King Nygard,1970-03-20,1259,92139,2011-06-09,1314.0,1195.0,52,San Diego,San Diego County,CA,high risk
Larraine Dotts,1971-02-06,1329,92169,2011-08-19,1880.0,1635.0,51,San Diego,San Diego County,CA,high risk
Ryan Stanton,1900-01-01,2022,92174,2011-02-11,1630.0,1482.0,122,San Diego,San Diego County,CA,high risk
Larae Netherland,1900-01-01,1322,92152,2011-03-09,1902.0,1522.0,122,San Diego,San Diego County,CA,high risk
Ross Latson,1900-01-01,1995,92142,2011-04-15,1414.0,1286.0,122,San Diego,San Diego County,CA,high risk
Rina Ennals,1981-04-27,1948,92124,2010-05-25,1542.0,1341.0,41,San Diego,San Diego County,CA,high risk
Halina Carron,1975-11-07,900,92193,2011-04-13,1417.0,1134.0,47,San Diego,San Diego County,CA,high risk
Chantelle Eaker,1992-12-17,359,92103,2012-04-01,0.0,1705.0,30,San Diego,San Diego County,CA,high risk
Tomika Sylvestre,1968-09-20,2290,92133,2011-09-08,1853.0,1483.0,54,San Diego,San Diego County,CA,high risk
Mellie Weber,1900-01-01,1659,92190,2011-01-10,1754.0,1595.0,122,San Diego,San Diego County,CA,high risk
Mellie Weber,1900-01-01,1659,92190,2012-07-15,1754.0,1595.0,122,San Diego,San Diego County,CA,high risk
Vito Sundquist,1900-01-01,2392,92175,2011-11-23,2021.0,1758.0,122,San Diego,San Diego County,CA,high risk
Shyla Moritz,1960-02-24,2140,92108,2011-10-18,1953.0,1699.0,62,San Diego,San Diego County,CA,high risk
Harriette Hackett,1900-01-01,919,92130,2011-09-15,1969.0,1790.0,122,San Diego,San Diego County,CA,high risk
