name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age
Myrtice Cureton,1988-06-07,1742,92165,2010-04-01,1407.0,1407.0,34
Sonny Hayslip,1982-08-26,2160,92168,2012-08-05,1531.0,1531.0,40
Dewitt Matthews,1900-01-01,575,92162,2011-04-01,2123.0,2123.0,122
Dara Prevost,1900-01-01,500,92138,2010-12-07,1129.0,1129.0,122
Marla Lytch,1900-01-01,1603,92106,2012-08-02,1634.0,1634.0,122
Giovanni Cremer,1900-01-01,853,92179,2011-04-07,1738.0,1738.0,122
Terri Dubuisson,1900-01-01,2249,92139,2012-03-01,1248.0,1248.0,122
Juliana Hepworth,1985-09-19,1169,92128,2010-06-01,1209.0,1209.0,37
Dion Justin,1900-01-01,581,92113,2012-02-01,1571.0,1571.0,122
Josphine Shead,1900-01-01,1159,92167,2010-08-01,1714.0,1714.0,122
Bruno Newbern,1993-05-25,254,92154,2011-06-01,1538.0,1538.0,29
Shantel Avalos,1900-01-01,2083,92112,2010-12-01,1483.0,1483.0,122
Damon Bainbridge,1983-03-02,475,92123,2012-07-11,1696.0,1542.0,39
Virginia Latson,1900-01-01,2390,92166,2011-06-01,1692.0,1692.0,122
Hai Doiron,1900-01-01,899,92110,2010-12-01,977.0,977.0,122
Deon Noble,1900-01-01,566,92176,2012-07-11,1789.0,1627.0,122
Lesia Zwart,1980-03-12,1405,92190,2011-04-01,1878.0,1878.0,42
Ivan Elbert,1900-01-01,993,92198,2012-06-03,1572.0,1572.0,122
Jennie Carnegie,1900-01-01,1097,92190,2012-02-01,1681.0,1681.0,122
Karry Cesare,1981-10-24,1203,92124,2012-09-01,1611.0,1611.0,41
Cayla Butters,1974-12-23,342,92179,2011-08-02,1801.0,1801.0,48
Sonny Hayslip,1982-08-26,2160,92168,2010-02-05,1531.0,1531.0,40
Sharice Mooneyhan,1900-01-01,2088,92104,2010-02-01,1444.0,1444.0,122
Sam Ransdell,1968-08-22,2040,92122,2010-08-01,1438.0,1438.0,54
Wendell Blackmer,1977-06-14,2417,92164,2010-05-28,1941.0,1688.0,45
Terrie Bonetti,1980-09-15,2251,92127,2012-04-01,1376.0,1376.0,42
Herschel Albert,1991-11-02,935,92140,2010-07-01,1491.0,1491.0,31
Toya Mohammed,1900-01-01,2311,92169,2011-05-01,1340.0,1340.0,122
Juliana Cooney,1900-01-01,1168,92140,2011-03-01,0.0,1644.0,122
Tony Manske,1900-01-01,2303,92194,2011-04-06,782.0,782.0,122
Charlette Villeda,1993-01-04,370,92145,2011-06-01,1516.0,1516.0,29
Tracey Chrisman,1900-01-01,2313,92126,2011-07-01,1431.0,1431.0,122
Saran Spear,1900-01-01,2055,92192,2011-07-01,1326.0,1326.0,122
Elsa Vivas,1900-01-01,673,92116,2011-09-01,2090.0,2090.0,122
Leon Fujii,1996-04-19,1395,92147,2010-12-01,-183.6,1224.0,26
Dorla Bogart,1979-04-09,602,92155,2010-12-01,1888.0,1888.0,43
Myrle Mcgranahan,1900-01-01,1738,92142,2010-11-01,0.0,1611.0,122
Wilbur Shope,1957-03-21,2420,92137,2011-09-01,1914.0,1914.0,65
Georgia Amo,1997-04-13,835,92166,2011-10-01,1231.0,1231.0,25
Loretta Hauk,1900-01-01,1451,92108,2010-07-01,1226.0,1226.0,122
Manda Youssef,1900-01-01,1547,92108,2010-06-01,1344.0,1344.0,122
Olen Pentz,1984-07-14,1836,92122,2012-02-01,1542.0,1542.0,38
Tawna Watanabe,1900-01-01,2230,92102,2012-05-04,1809.0,1809.0,122
Salvatore Popovic,1900-01-01,2037,92128,2012-05-01,1700.0,1700.0,122
Ahmad Eagles,1900-01-01,22,92190,2011-05-01,2038.0,2038.0,122
Noma Stetson,1977-04-13,1808,92177,2012-07-29,2109.0,1834.0,45
Linsey Gallop,1900-01-01,1424,92103,2012-07-06,1344.0,1344.0,122
Theresia Trowell,2000-02-22,2264,92135,2012-07-01,1146.0,1146.0,22
Margery Singleterry,1900-01-01,1570,92167,2010-10-04,1288.0,1288.0,122
Theda Howard,1900-01-01,2260,92161,2010-11-01,-277.5,1850.0,122
Leola Derrickson,1900-01-01,1389,92171,2012-07-01,1421.0,1421.0,122
Melony Seavey,1900-01-01,1664,92123,2011-07-01,1481.0,1481.0,122
Huong Lack,1900-01-01,959,92109,2010-11-01,1455.0,1455.0,122
Georgene Cropper,1970-07-09,832,92191,2011-12-01,1567.0,1567.0,52
Hwa Teske,1900-01-01,961,92176,2010-12-01,1012.0,1012.0,122
Simon Lenzi,1900-01-01,2146,92197,2010-02-01,1719.0,1719.0,122
Natalie Beers,1900-01-01,1758,92162,2012-09-01,2077.0,2077.0,122
Clorinda Looby,1980-09-04,431,92127,2010-07-12,1415.0,1287.0,42
Marci Whitelaw,1900-01-01,1555,92121,2011-10-01,1689.0,1689.0,122
Kylie Beumer,1900-01-01,1299,92171,2010-09-01,1687.0,1687.0,122
Isela Briley,1900-01-01,987,92113,2012-03-01,1054.0,1054.0,122
Elma Bozell,1971-12-05,669,92140,2011-06-01,1243.0,1243.0,51
Naida Folsom,1900-01-01,1746,92150,2010-02-01,1069.0,1069.0,122
Luigi Bagwell,1985-03-08,1481,92124,2011-09-01,1354.0,1354.0,37
Wendell Blackmer,1977-06-14,2417,92164,2012-10-12,2110.0,1688.0,45
Pearly Shipe,1900-01-01,1875,92127,2011-09-01,1470.0,1470.0,122
Aida Osterman,1977-01-24,27,92136,2010-12-02,1948.0,1948.0,45
Anne Hadlock,1900-01-01,112,92137,2010-09-01,0.0,1602.0,122
Helga Walston,1977-02-11,930,92121,2012-02-07,1515.0,1515.0,45
Booker Gadberry,1900-01-01,227,92149,2011-03-01,1567.0,1567.0,122
Leann Maker,1900-01-01,1364,92187,2011-04-01,1774.0,1774.0,122
Anabel Odem,1978-11-11,85,92117,2011-08-07,1726.0,1726.0,44
Bradley Muench,1900-01-01,231,92159,2011-01-14,1498.0,1362.0,122
Dona Warnock,1900-01-01,596,92166,2012-02-01,917.0,917.0,122
Gennie Leick,1900-01-01,831,92112,2011-12-01,1384.0,1384.0,122
Esta Cataldo,1987-11-09,718,92112,2011-06-01,1188.0,1188.0,35
Trent Lammers,1970-04-15,2320,92130,2010-03-01,1376.0,1376.0,52
Deane Newcombe,1900-01-01,528,92192,2012-04-01,1920.0,1920.0,122
Imelda Steere,1900-01-01,970,92174,2011-01-01,1339.0,1339.0,122
Olen Pentz,1984-07-14,1836,92122,2012-04-01,1542.0,1542.0,38
Teodoro Monks,1900-01-01,2240,92166,2011-07-01,998.0,998.0,122
Johnetta Hertzog,1985-02-01,1135,92192,2010-10-01,1713.0,1713.0,37
Marybelle Goodrich,1978-10-14,1628,92182,2010-06-01,1735.0,1735.0,44
Jamal Parman,1971-12-02,1020,92187,2011-10-01,1443.0,1443.0,51
Hilary Zucco,1900-01-01,940,92137,2010-10-01,0.0,2006.0,122
Mica More,1991-02-02,1682,92150,2011-09-01,1254.0,1254.0,31
Forrest Sunderman,1981-03-14,791,92154,2010-12-01,1259.0,1259.0,41
Maida Curci,1900-01-01,1532,92116,2010-03-06,1337.0,1337.0,122
Charley Ding,1900-01-01,371,92177,2010-07-17,1325.0,1153.0,122
Ursula Celestine,1989-07-05,2350,92166,2010-08-01,1667.0,1667.0,33
Natashia Litwin,1900-01-01,1762,92130,2012-06-01,1113.0,1113.0,122
Mae Sarvis,1900-01-01,1518,92176,2010-10-23,1783.0,1551.0,122
Sandee Vance,1994-05-19,2043,92167,2012-07-01,0.0,1340.0,28
Leida Yap,1988-04-21,1371,92124,2010-04-02,1716.0,1716.0,34
Polly Eaker,1972-11-12,1891,92165,2012-10-03,1706.0,1365.0,50
Brigitte Prom,1900-01-01,246,92164,2010-07-01,1743.0,1743.0,122
Britni Pagel,1900-01-01,248,92187,2011-06-01,1481.0,1481.0,122
Virginia Latson,1900-01-01,2390,92166,2011-04-01,1692.0,1692.0,122
Latesha Emmons,1900-01-01,1338,92139,2010-03-01,869.0,869.0,122
Hyo Seng,1900-01-01,964,92106,2011-09-01,1600.0,1600.0,122
Hyo Seng,1900-01-01,964,92106,2012-07-01,1600.0,1600.0,122
Harland Wyse,1976-10-17,912,92128,2011-01-01,1995.0,1995.0,46
Berneice Power,1984-08-24,196,92123,2012-05-01,1756.0,1756.0,38
Magali Leveque,1959-05-14,1520,92110,2011-04-01,1876.0,1876.0,63
Kirstie Wilcoxen,1900-01-01,1263,92199,2011-10-01,2226.0,2226.0,122
Sandy Holmberg,1900-01-01,2044,92159,2011-02-01,1192.0,1192.0,122
Rodger You,1900-01-01,1957,92164,2011-02-01,1401.0,1401.0,122
Abe Prophet,2014-02-08,4,92161,2012-06-01,1143.0,1143.0,8
Nelle Domingues,1900-01-01,1773,92196,2010-11-01,1342.0,1342.0,122
Birdie Smelley,1951-01-12,213,92187,2010-02-01,1681.0,1681.0,71
Huong Lack,1900-01-01,959,92109,2010-06-01,1455.0,1455.0,122
Reynalda Lebron,1900-01-01,1942,92176,2010-12-01,1844.0,1844.0,122
Kyung Fraga,1958-01-23,1302,92190,2011-07-03,1683.0,1683.0,64
Emile Farney,1900-01-01,689,92105,2012-04-01,428.0,428.0,122
Margorie Prichett,1900-01-01,1571,92103,2011-11-01,1296.0,1296.0,122
Teodoro Monks,1900-01-01,2240,92166,2011-10-01,998.0,998.0,122
Christin Svoboda,1984-09-17,395,92131,2012-02-02,1837.0,1837.0,38
Lynnette Menzie,1900-01-01,1500,92102,2012-04-12,1796.0,1437.0,122
Cayla Butters,1974-12-23,342,92179,2010-03-01,1801.0,1801.0,48
Violeta Cleary,1900-01-01,2388,92108,2012-04-01,1230.0,1230.0,122
Ken Litchfield,1981-07-24,1243,92134,2011-08-02,1859.0,1859.0,41
Ronna Messer,1966-04-08,1967,92139,2010-02-05,0.0,890.0,56
Eugenia Jaffe,1900-01-01,735,92129,2010-08-02,1630.0,1630.0,122
Roseanna Hockman,1900-01-01,1986,92128,2012-08-01,1743.0,1743.0,122
Hertha Rentas,1900-01-01,938,92126,2012-08-08,1386.0,1386.0,122
Sanjuanita Go,2004-07-03,2046,92198,2010-05-01,1893.0,1893.0,18
Muriel Sprow,1970-12-26,1736,92142,2011-05-02,1328.0,1328.0,52
Jazmine Rudisill,1972-09-21,1074,92105,2012-04-07,1901.0,1901.0,50
Felicia Quesnel,1975-07-12,762,92162,2011-11-01,1781.0,1781.0,47
Shannon Muldrew,1900-01-01,2078,92119,2011-11-01,1506.0,1506.0,122
Andres Schecter,1986-06-27,90,92187,2012-09-01,1076.0,1076.0,36
Larraine Dotts,1971-02-06,1329,92169,2012-05-08,1635.0,1635.0,51
Dwana Burdo,1986-08-23,616,92122,2011-07-01,1613.0,1613.0,36
Carol Dacosta,1987-07-05,317,92150,2012-02-01,1446.0,1446.0,35
Anthony Radigan,1900-01-01,117,92149,2011-04-02,1337.0,1337.0,122
Michaele Threlkeld,1982-08-13,1686,92122,2012-09-01,1756.0,1756.0,40
Bud Grosse,1979-04-15,261,92190,2012-04-01,1431.0,1431.0,43
Burl Nevius,1900-01-01,267,92102,2012-03-01,1852.0,1852.0,122
Lory Kothari,1980-04-16,1458,92142,2012-06-01,1525.0,1525.0,42
Luisa Boyle,1900-01-01,1483,92112,2010-07-01,1032.0,1032.0,122
Portia Pettiford,1900-01-01,1894,92142,2011-02-01,1493.0,1493.0,122
Cedric Bazile,1987-07-04,347,92137,2010-05-10,1828.0,1662.0,35
Stephen Schaller,1900-01-01,2179,92154,2011-06-01,1652.0,1652.0,122
Mathilda Betterton,1900-01-01,1639,92174,2012-08-01,1323.0,1323.0,122
Belva Brownstein,1983-06-02,190,92139,2010-04-08,1494.0,1494.0,39
Vergie Lehto,1996-11-08,2366,92193,2010-11-02,1945.0,1945.0,26
Mack Triano,1900-01-01,1508,92122,2011-08-01,1334.0,1334.0,122
Therese Carrier,1900-01-01,2261,92196,2010-07-01,1593.0,1593.0,122
Roslyn Springs,1900-01-01,1993,92182,2011-10-01,2167.0,2167.0,122
Fleta Groseclose,1900-01-01,775,92153,2010-05-03,1508.0,1508.0,122
Vanesa Lefort,1900-01-01,2358,92160,2011-07-01,1473.0,1473.0,122
Melaine Wiemann,1992-07-27,1653,92111,2011-12-01,1334.0,1334.0,30
Gennie Leick,1900-01-01,831,92112,2011-09-01,1384.0,1384.0,122
Paulette Currence,1900-01-01,1867,92176,2012-06-01,1492.0,1492.0,122
Leon Fujii,1996-04-19,1395,92147,2010-11-01,1224.0,1224.0,26
Julieta Weaver,1900-01-01,1174,92179,2011-06-04,1586.0,1586.0,122
Jani Folger,1900-01-01,1045,92159,2011-06-05,1414.0,1414.0,122
Karyn Halvorson,1986-01-13,1205,92160,2010-04-01,1883.0,1883.0,36
Camilla Cashwell,1997-05-19,280,92127,2011-01-04,1439.0,1439.0,25
Jackie Hottinger,2010-10-19,1001,92194,2010-11-04,1974.0,1974.0,12
Laurette Bollman,1991-10-26,1350,92117,2011-06-01,1778.0,1778.0,31
Marietta Welcher,1900-01-01,1585,92159,2012-02-01,1540.0,1540.0,122
Luigi Bagwell,1985-03-08,1481,92124,2011-10-01,1354.0,1354.0,37
Heather Kosinski,1900-01-01,924,92176,2011-06-01,-228.6,1524.0,122
Joaquina Desiderio,1980-02-13,1118,92123,2011-02-01,1374.0,1374.0,42
Eleonore Tatman,1900-01-01,653,92132,2011-01-01,1671.0,1671.0,122
Teri Alderson,1989-02-27,2246,92116,2010-05-01,1344.0,1344.0,33
Na Warburton,1900-01-01,1771,92193,2010-11-01,1767.0,1767.0,122
Anamaria Tutt,1900-01-01,89,92115,2010-11-01,1666.0,1666.0,122
Tamica Chiu,1900-01-01,2207,92163,2012-02-01,1660.0,1660.0,122
Darrel Cianciolo,1900-01-01,509,92194,2010-04-06,1494.0,1494.0,122
Zofia Bilodeau,2004-09-28,2468,92124,2012-07-03,1665.0,1665.0,18
Dortha Macdonald,1900-01-01,605,92167,2012-06-01,1470.0,1470.0,122
Bernetta Baeza,1978-11-16,197,92155,2010-06-14,1615.0,1469.0,44
Leatha Vanduyn,1954-03-22,1365,92140,2012-07-01,1523.0,1523.0,68
Evalyn Ipock,1900-01-01,744,92193,2011-02-02,1455.0,1455.0,122
Han Freudenthal,1965-06-02,906,92107,2011-01-10,2068.0,1880.0,57
Gennie Leick,1900-01-01,831,92112,2010-03-01,1384.0,1384.0,122
Gigi Cyr,1900-01-01,848,92184,2010-05-01,0.0,1355.0,122
Lisha Penick,1991-10-19,1428,92115,2012-07-01,1624.0,1624.0,31
Delsie Tarrant,1900-01-01,553,92199,2012-08-01,1342.0,1342.0,122
Terrie Bonetti,1980-09-15,2250,92187,2010-11-01,2547.0,2547.0,42
Jarod Topping,1900-01-01,1054,92138,2012-02-01,1342.0,1342.0,122
Julian Boruff,1900-01-01,1170,92162,2012-06-01,1596.0,1596.0,122
Tandy Ammann,1992-12-02,2215,92153,2011-11-01,1438.0,1438.0,30
Angelyn Cavaliere,1900-01-01,98,92193,2011-11-01,1521.0,1521.0,122
Paola Buerger,1900-01-01,1860,92193,2012-03-01,1187.0,1187.0,122
Wanetta Fyfe,1900-01-01,2408,92113,2011-04-02,1916.0,1916.0,122
Kristeen Mehler,1900-01-01,1281,92171,2010-08-01,1754.0,1754.0,122
Mariela Whitelaw,1966-01-22,1582,92131,2012-05-12,1501.0,1365.0,56
Gabriele Schrum,1900-01-01,811,92171,2012-06-01,1693.0,1693.0,122
Danyelle Minder,1900-01-01,495,92112,2010-09-01,1737.0,1737.0,122
Zofia Bilodeau,2004-09-28,2468,92124,2012-03-08,1665.0,1665.0,18
Mertie Hoskins,1968-03-19,1679,92107,2010-02-05,1190.0,1190.0,54
Austin Sharrock,1900-01-01,170,92133,2012-07-01,1533.0,1533.0,122
Abbey Kluth,1900-01-01,2,92198,2012-04-15,2023.0,1619.0,122
Amal Gillenwater,1958-01-25,78,92129,2010-05-01,1851.0,1851.0,64
Marlon Guarnieri,1900-01-01,1609,92112,2012-09-01,1267.0,1267.0,122
Danae Mcinnis,1900-01-01,477,92159,2011-03-01,1704.0,1704.0,122
Joselyn Sunde,1900-01-01,1154,92130,2011-06-01,1532.0,1532.0,122
Cletus Nitta,1978-08-03,428,92153,2011-10-01,1726.0,1726.0,44
Shyla Dau,1900-01-01,2139,92127,2011-05-01,1821.0,1821.0,122
Reita Hamid,1941-12-26,1931,92195,2010-11-01,1642.0,1642.0,81
Tomoko Wrede,1900-01-01,2294,92126,2011-08-01,1528.0,1528.0,122
Cameron Carbonell,2000-05-20,277,92105,2012-05-01,1101.0,1101.0,22
Deloris Meiners,1978-02-24,547,92114,2011-01-01,1466.0,1466.0,44
Priscila Santibanez,1900-01-01,1899,92196,2011-03-01,1922.0,1922.0,122
Bertha Dearman,1900-01-01,200,92122,2012-03-01,1107.0,1107.0,122
Keenan Chung,1971-10-13,1230,92131,2010-03-01,1357.0,1357.0,51
Russ Mchale,1977-04-20,2015,92137,2012-03-01,1744.0,1744.0,45
Kisha Macias,1977-03-12,1267,92199,2012-08-01,1342.0,1342.0,45
Phung Craw,1954-02-09,1887,92162,2010-05-01,1257.0,1257.0,68
Janette Flowers,1900-01-01,1038,92162,2011-11-25,1887.0,1641.0,122
Anisha Abelson,1993-05-05,105,92126,2011-05-01,1185.0,1185.0,29
Delsie Tarrant,1900-01-01,553,92199,2011-08-01,1342.0,1342.0,122
Iva Bizzell,1964-08-03,990,92154,2011-07-01,1306.0,1306.0,58
Cassy Heuer,2003-09-20,336,92196,2011-05-01,1976.0,1976.0,19
Gia Stroop,1900-01-01,846,92149,2011-02-01,1461.0,1461.0,122
Sacha Hodges,1900-01-01,2027,92195,2011-06-01,1913.0,1913.0,122
Ha Cornelius,1989-06-16,898,92145,2012-08-03,959.0,959.0,33
Oscar Howarth,1900-01-01,1846,92182,2012-07-02,1150.0,1150.0,122
Brain Cassity,1986-06-22,236,92101,2011-09-01,1408.0,1408.0,36
Jenelle Hardin,1988-05-05,1090,92192,2011-08-06,1053.0,1053.0,34
Dalia Sackett,1900-01-01,470,92165,2010-05-01,1804.0,1804.0,122
Shila Winn,2008-04-27,2133,92120,2012-03-02,1385.0,1385.0,14
Trenton Gunning,1900-01-01,2321,92121,2011-10-01,2176.0,2176.0,122
Denyse Kung,1900-01-01,564,92112,2011-11-01,1485.0,1485.0,122
Freeman Strzelecki,1975-03-20,807,92160,2011-09-01,1789.0,1789.0,47
Erminia Bittinger,1900-01-01,712,92117,2011-08-01,1720.0,1720.0,122
Frederica Keisler,1975-02-26,806,92165,2011-03-01,1239.0,1239.0,47
Shelley Craw,1900-01-01,2112,92184,2010-07-01,1728.0,1728.0,122
Thomasena Hartig,1973-01-01,2269,92198,2012-05-01,1112.0,1112.0,49
Jennie Lofton,1900-01-01,1098,92130,2010-02-01,1615.0,1615.0,122
Melody Salomone,1975-07-05,1663,92115,2012-02-01,843.0,843.0,47
Leonard Janney,1900-01-01,1394,92129,2010-05-01,1859.0,1859.0,122
Rita Russom,2030-05-12,1952,92182,2012-02-01,1646.0,1646.0,-8
Margarette Neitzel,1900-01-01,1564,92177,2010-10-02,1351.0,1351.0,122
Lore Baird,1900-01-01,1447,92167,2010-04-01,-183.0,1220.0,122
Korey Whetsel,1965-08-23,1275,92187,2011-05-05,1577.0,1577.0,57
Lesa Bever,1957-09-12,1402,92170,2010-11-05,1670.0,1670.0,65
Deloris Meiners,1978-02-24,547,92114,2012-06-01,1466.0,1466.0,44
Lakenya Ballantine,1997-11-07,1307,92135,2010-05-01,1057.0,1057.0,25
Chante Mowery,1900-01-01,361,92129,2010-12-01,1555.0,1555.0,122
Terrie Bonetti,1980-09-15,2250,92187,2010-09-01,2547.0,2547.0,42
Tarsha Melendrez,1984-03-01,2227,92112,2010-04-02,858.0,858.0,38
Charlette Villeda,1993-01-04,370,92145,2012-07-01,1516.0,1516.0,29
Haywood Weidenbach,1900-01-01,923,92162,2012-07-23,1491.0,1297.0,122
Zackary Narducci,1900-01-01,2466,92176,2011-05-01,1509.0,1509.0,122
Morris Highsmith,1953-08-14,1728,92166,2010-04-03,1698.0,1698.0,69
Luana Pflum,1978-10-17,1466,92112,2012-06-09,1315.0,1196.0,44
Rubin Hauck,1900-01-01,2004,92161,2011-11-03,1937.0,1937.0,122
Karima Germany,1951-05-23,1192,92154,2011-03-01,1321.0,1321.0,71
Noreen Kerschner,1975-02-20,1812,92139,2012-04-07,1730.0,1384.0,47
Beatris Schneider,1900-01-01,185,92120,2011-04-01,1514.0,1514.0,122
Stephania Geier,1977-05-19,2178,92153,2010-08-01,1701.0,1701.0,45
Oliva Jorgenson,1900-01-01,1840,92155,2012-01-06,1707.0,1707.0,122
Bryant Mackin,1979-12-14,257,92104,2010-05-02,1310.0,1310.0,43
Bettye Avendano,1900-01-01,206,92164,2012-05-06,1976.0,1976.0,122
Sadie Wallis,1900-01-01,2031,92132,2010-07-10,2281.0,1825.0,122
Johanna Philpot,1992-07-25,1130,92196,2012-05-01,1244.0,1244.0,30
Salvatore Brannon,1900-01-01,2034,92109,2012-06-01,1179.0,1179.0,122
Timmy Baumer,1991-05-20,2276,92114,2011-06-01,1260.0,1260.0,31
Florrie Mecham,1900-01-01,787,92167,2010-07-01,1235.0,1235.0,122
Verdell Dunigan,1900-01-01,2362,92129,2011-09-03,1714.0,1714.0,122
Dannie Hallam,1900-01-01,490,92167,2011-06-04,1736.0,1736.0,122
Sonny Frenette,1965-07-24,2159,92124,2010-10-02,1200.0,1200.0,57
Moses Hadlock,1944-05-23,1731,92147,2012-07-01,1274.0,1274.0,78
Franklin Cron,1900-01-01,798,92155,2010-03-01,1816.0,1816.0,122
Kerstin Hypolite,1900-01-01,1245,92110,2012-02-01,-162.3,1082.0,122
Delfina Snider,1900-01-01,538,92195,2011-07-08,1555.0,1555.0,122
Billye Ashford,1977-09-26,212,92192,2011-09-01,1516.0,1516.0,45
Carmelo Mckee,1987-11-01,314,92175,2012-01-01,1441.0,1441.0,35
Margarett Mcduffee,2010-06-01,1566,92192,2010-08-01,1548.0,1548.0,12
Giovanni Cremer,1900-01-01,853,92179,2010-03-03,1738.0,1738.0,122
Margurite Talley,1900-01-01,1573,92170,2010-10-01,1501.0,1501.0,122
Chana Kulp,1900-01-01,355,92137,2011-08-01,1186.0,1186.0,122
Leif Ogburn,1968-04-23,1372,92139,2012-02-01,928.0,928.0,54
Aida Kittel,1972-11-03,26,92113,2011-07-15,995.0,796.0,50
Matha Barkan,1983-06-19,1638,92107,2010-11-02,1784.0,1784.0,39
Mac Straley,1985-05-24,1509,92102,2011-05-01,1872.0,1872.0,37
Otha Mccary,1900-01-01,1847,92126,2010-10-05,1382.0,1382.0,122
Roxanne Falgoust,1900-01-01,1998,92177,2010-03-01,1387.0,1387.0,122
Hayden Holford,1900-01-01,922,92138,2012-09-14,2306.0,2097.0,122
Tamara Tapper,1991-12-22,2203,92163,2010-08-02,1268.0,1268.0,31
Otha Overlock,1985-12-18,1848,92104,2011-02-13,1424.0,1295.0,37
Giuseppe Hellmann,1900-01-01,861,92116,2012-06-01,658.0,658.0,122
Georgianne Edlund,1900-01-01,836,92171,2011-12-06,1698.0,1698.0,122
Fe Zurita,1993-04-14,771,92199,2012-06-06,1911.0,1911.0,29
Julian Boruff,1900-01-01,1170,92162,2011-12-01,1596.0,1596.0,122
Gilberte Minaya,1960-09-11,849,92108,2010-05-01,1255.0,1255.0,62
Cameron Carbonell,2000-05-20,277,92105,2012-07-01,1101.0,1101.0,22
Alvin Bise,1984-04-23,74,92133,2011-12-01,1741.0,1741.0,38
Anh Honn,1980-03-23,101,92149,2010-05-02,1597.0,1597.0,42
Elsy Speier,1900-01-01,675,92145,2011-07-08,1654.0,1654.0,122
Dalia Sackett,1900-01-01,470,92165,2012-07-01,1804.0,1804.0,122
Deon Noble,1900-01-01,566,92176,2011-08-03,1627.0,1627.0,122
Otha Pingree,1900-01-01,1849,92109,2010-04-29,2224.0,1934.0,122
Amee Eakin,1900-01-01,81,92184,2012-04-01,1841.0,1841.0,122
Gwyn Luft,1985-01-03,895,92160,2011-03-02,1678.0,1678.0,37
Trang Mazzariello,1900-01-01,2317,92197,2010-05-01,1970.0,1970.0,122
Caitlyn Kulesza,1987-11-26,270,92165,2012-05-01,1448.0,1448.0,35
Jaime Ambrose,1900-01-01,1014,92128,2010-10-13,1900.0,1728.0,122
Marg Barre,1900-01-01,1568,92135,2011-03-01,1515.0,1515.0,122
Leda Willsey,2003-10-13,1367,92154,2011-08-01,1367.0,1367.0,19
Jesenia Vass,1900-01-01,1106,92107,2012-02-01,1476.0,1476.0,122
Erlinda Greenman,1900-01-01,711,92111,2012-05-13,1276.0,1160.0,122
Carlo Criner,1900-01-01,303,92127,2012-04-01,777.0,777.0,122
Jenny Magby,1973-01-26,1099,92145,2011-04-04,1427.0,1427.0,49
Titus Zorn,1972-07-06,2285,92130,2011-03-01,1677.0,1677.0,50
Kaylee Harder,1900-01-01,1224,92195,2011-12-01,1462.0,1462.0,122
Stepanie Gagnon,1900-01-01,2177,92127,2011-10-21,1848.0,1607.0,122
Franklin Cron,1900-01-01,798,92155,2012-01-01,1816.0,1816.0,122
Aurelia Delay,1957-03-16,164,92112,2012-02-01,1244.0,1244.0,65
Hye Micek,1976-11-01,963,92123,2010-07-01,1804.0,1804.0,46
Remona Brobst,1900-01-01,1932,92184,2011-01-10,1584.0,1440.0,122
Helga Deshon,1900-01-01,928,92149,2011-09-01,2034.0,2034.0,122
Mercedez Purdie,1900-01-01,1667,92187,2012-07-11,1326.0,1206.0,122
Lorriane Gloor,1960-06-28,1456,92122,2012-01-07,1482.0,1482.0,62
Alita Villasenor,1900-01-01,56,92175,2011-12-06,1135.0,1135.0,122
Leonor Paquin,1900-01-01,1399,92152,2011-06-01,1798.0,1798.0,122
Dian Buentello,1977-06-11,577,92111,2011-12-01,1290.0,1290.0,45
Aimee Macke,1959-05-21,28,92147,2011-09-02,1318.0,1318.0,63
Vernetta Hennessy,1900-01-01,2369,92126,2012-04-01,1592.0,1592.0,122
Manda Youssef,1900-01-01,1547,92108,2011-04-01,1344.0,1344.0,122
Muriel Aldana,1900-01-01,1733,92158,2011-02-01,1774.0,1774.0,122
Gigi Cyr,1900-01-01,848,92184,2011-09-01,1355.0,1355.0,122
Anne Mielke,1953-04-11,115,92168,2012-02-08,2163.0,2163.0,69
Tora Scheffel,1979-11-27,2307,92176,2012-02-01,1185.0,1185.0,43
Hayden Holford,1900-01-01,922,92138,2012-05-06,2097.0,2097.0,122
Tamra Trisler,1900-01-01,2214,92159,2012-08-01,1261.0,1261.0,122
Williams Banh,1984-09-04,2432,92166,2010-05-01,1460.0,1460.0,38
Pilar Dematteo,1966-11-13,1888,92110,2011-01-01,999.0,999.0,56
Chieko Zamora,1965-06-27,390,92150,2012-08-01,1956.0,1956.0,57
Roxann Chatfield,1900-01-01,1997,92153,2010-02-01,1759.0,1759.0,122
Verla Harlin,1900-01-01,2367,92163,2011-08-01,1391.0,1391.0,122
Babette Sharrow,1971-05-19,175,92110,2011-06-01,1629.0,1629.0,51
Toshiko Sacco,1900-01-01,2310,92187,2010-07-07,692.0,692.0,122
Malinda Hemby,1900-01-01,1542,92132,2012-06-30,1758.0,1529.0,122
Gloria Gamble,1954-03-10,870,92109,2010-07-02,1498.0,1498.0,68
Ron Grey,1977-01-22,1965,92117,2011-09-09,2143.0,1949.0,45
Reba Byham,1980-10-09,1924,92117,2012-01-01,-238.8,1592.0,42
Krystyna Vansant,1969-03-26,1288,92171,2011-09-01,1861.0,1861.0,53
Lorinda Cude,1977-07-19,1455,92160,2012-09-01,1138.0,1138.0,45
Natosha Mccafferty,1998-11-22,1770,92136,2011-04-01,1721.0,1721.0,24
Fernando Bordelon,1987-11-27,768,92105,2011-08-01,1720.0,1720.0,35
