name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,lat,lng,housingUnits,occupiedHousingUnits,medianIncome,population,state,status
Jaime Ambrose,1900-01-01,1014,92128,0,1900.0,1728.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Erlinda Greenman,1900-01-01,711,92111,0,1276.0,1160.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Stepanie Gagnon,1900-01-01,2177,92127,0,1848.0,1607.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,high risk
Ron Grey,1977-01-22,1965,92117,1,2143.0,1949.0,45,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Mariela Whitelaw,1966-01-22,1582,92131,1,1501.0,1365.0,56,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,high risk
Nathalie Tworek,1900-01-01,1763,92102,1,0.0,1183.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,high risk
Annabell Roll,1900-01-01,107,92126,1,0.0,1526.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Rosetta Sain,1900-01-01,1990,92130,1,1672.0,1520.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Jessenia Farris,1900-01-01,1109,92154,0,1454.0,1322.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,high risk
Machelle Studley,1956-05-19,1505,92114,1,1882.0,1711.0,66,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Corine Modzelewski,1900-01-01,448,92103,1,2120.0,1928.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,0,1900.0,1728.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Sherice Fabre,1900-01-01,2117,92117,0,1431.0,1245.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Marylyn Cardenas,1900-01-01,1634,92121,1,0.0,1559.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,high risk
Romana Buscher,1973-04-27,1961,92139,1,731.0,585.0,49,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Rosario Heckman,1967-05-09,1981,92113,0,1449.0,1260.0,55,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,high risk
Rachael Mings,1900-01-01,1904,92120,1,1998.0,1817.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Alayna Alger,1973-06-23,30,92116,1,1083.0,985.0,49,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Shila Winn,2008-04-27,2133,92120,0,1523.0,1385.0,14,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Chery Stinson,1900-01-01,387,92122,0,1613.0,1467.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Cheryle Gillies,1957-04-02,384,92124,1,1621.0,1474.0,65,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Malcolm Bankhead,1978-12-01,1539,92126,1,1191.0,1083.0,44,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Rachael Mings,1900-01-01,1904,92120,1,1998.0,1817.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Patty Perlman,1970-01-09,1866,92114,1,0.0,1696.0,52,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Alayna Alger,1973-06-23,30,92116,1,1231.0,985.0,49,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Angeles Bucholtz,1900-01-01,91,92122,0,1488.0,1353.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Carmella Buchanan,1996-12-09,312,92115,0,1566.0,1362.0,26,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Wilhemina Luckey,1990-02-02,2423,92115,0,1604.0,1395.0,32,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Dwight Neisler,1983-01-12,617,92122,0,1284.0,1168.0,39,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Harriette Hackett,1900-01-01,919,92130,0,2058.0,1790.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Dwight Neisler,1983-01-12,617,92122,0,1343.0,1168.0,39,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Otha Overlock,1985-12-18,1848,92104,0,1618.0,1295.0,37,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Herta Willman,1981-03-05,937,92116,0,1726.0,1381.0,41,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,1,1640.0,1491.0,47,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Madie Pompa,1966-04-28,1516,92115,0,1688.0,1535.0,56,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,0,1817.0,1652.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Holli Romer,1983-10-11,946,92104,0,1491.0,1356.0,39,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,1,1710.0,1368.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Lupe Mcnally,1962-08-07,1487,92115,0,1797.0,1438.0,60,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Machelle Studley,1956-05-19,1505,92114,0,1882.0,1711.0,66,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Jeff Mckeller,1900-01-01,1086,92110,1,1427.0,1142.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,0,1640.0,1491.0,47,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Nichole Nethery,1900-01-01,1786,92123,0,1403.0,1220.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Jessenia Farris,1900-01-01,1109,92154,0,1454.0,1322.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,high risk
Jonelle Trogdon,1900-01-01,1142,92124,1,1117.0,894.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Carmella Buchanan,1996-12-09,312,92115,0,1566.0,1362.0,26,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Sherice Fabre,1900-01-01,2117,92117,0,1431.0,1245.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Sean Proctor,1900-01-01,2057,92117,1,2456.0,1965.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,0,1951.0,1697.0,36,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Harriette Hackett,1900-01-01,919,92130,0,2237.0,1790.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Luetta Karas,1900-01-01,1479,92131,1,1455.0,1323.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,high risk
Clemmie Lawrence,1958-08-15,422,92111,1,0.0,1171.0,64,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Eleonore Mccranie,1900-01-01,651,92114,0,1370.0,1246.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Eleonore Mccranie,1900-01-01,651,92114,1,1370.0,1246.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Ron Grey,1977-01-22,1965,92117,0,2143.0,1949.0,45,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Alden Fyfe,1900-01-01,37,92111,1,1672.0,1520.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Paris Teston,1900-01-01,1861,92124,0,2044.0,1778.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Merlene Beumer,1900-01-01,1669,92101,1,1676.0,1524.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,1,1866.0,1697.0,36,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,1,2300.0,1840.0,65,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Madie Pompa,1966-04-28,1516,92115,1,1918.0,1535.0,56,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Nereida Dycus,1991-04-28,1774,92109,0,1709.0,1554.0,31,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Alona Cookingham,1900-01-01,64,92101,0,2066.0,1879.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Alayna Alger,1973-06-23,30,92116,0,1132.0,985.0,49,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Erlinda Greenman,1900-01-01,711,92111,0,1450.0,1160.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Rebekah Weatherly,1900-01-01,1927,92139,1,1546.0,1406.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Shyla Moritz,1960-02-24,2140,92108,0,1868.0,1699.0,62,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,high risk
Beata Bevans,2023-09-18,184,92107,1,1254.0,1140.0,-1,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Stepanie Gagnon,1900-01-01,2177,92127,0,1767.0,1607.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,high risk
Christi Schantz,1900-01-01,396,92120,1,1920.0,1536.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Rosalinda Burgin,1980-07-15,1972,92101,0,1551.0,1410.0,42,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,0,1613.0,1467.0,6,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Alba Resnick,1983-09-07,31,92104,0,732.0,666.0,39,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Nydia Telesco,1900-01-01,1823,92109,0,1617.0,1470.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Nathaniel Prahl,1900-01-01,1767,92110,0,1444.0,1256.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,high risk
Tawna Watanabe,1900-01-01,2230,92102,1,1989.0,1809.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,high risk
Bobbi Guerette,1984-11-04,225,92129,0,2278.0,1981.0,38,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,high risk
Elfreda Rowse,1900-01-01,654,92127,1,1410.0,1282.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,high risk
Phillip Burden,1900-01-01,1886,92121,0,1595.0,1387.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,high risk
Roxanne Schrantz,1969-01-28,1999,92120,0,1342.0,1220.0,53,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Otha Mccary,1900-01-01,1847,92126,1,1520.0,1382.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Nery Villafana,1980-04-19,1775,92101,0,2092.0,1902.0,42,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Angeles Bucholtz,1900-01-01,91,92122,1,1488.0,1353.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Roxanne Schrantz,1969-01-28,1999,92120,0,1342.0,1220.0,53,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Matilda Stoltz,1985-05-28,1642,92126,1,0.0,1434.0,37,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Lucila Gaskamp,1900-01-01,1472,92131,0,2123.0,1930.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,high risk
Allyson Giberson,1900-01-01,61,92104,0,1662.0,1511.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Jacqualine Bruso,1969-09-17,1005,92103,0,1445.0,1257.0,53,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Bailey Hynek,1900-01-01,176,92154,1,2382.0,1906.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,high risk
Luana Pflum,1978-10-17,1465,92114,0,1458.0,1326.0,44,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Jeff Mckeller,1900-01-01,1086,92110,1,1256.0,1142.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,high risk
Christi Schantz,1900-01-01,396,92120,0,1689.0,1536.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Aida Kittel,1972-11-03,26,92113,0,915.0,796.0,50,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,high risk
Yessenia Oconnor,1900-01-01,2450,92116,0,1782.0,1426.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Damien Rathbun,1900-01-01,474,92103,0,1738.0,1580.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Christi Schantz,1900-01-01,396,92120,1,1689.0,1536.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Agustina Spargo,1900-01-01,21,92111,0,2632.0,2289.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Carmella Buchanan,1996-12-09,312,92115,0,1498.0,1362.0,26,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Gerard Jones,1900-01-01,838,92105,1,1574.0,1431.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,high risk
Otha Overlock,1985-12-18,1848,92104,1,1618.0,1295.0,37,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Christi Schantz,1900-01-01,396,92120,0,1689.0,1536.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Merlene Beumer,1900-01-01,1669,92101,0,1676.0,1524.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Denna Rumery,1955-04-19,560,92123,1,1729.0,1572.0,67,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,1,1613.0,1467.0,6,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Iva Borelli,1944-06-23,991,92121,1,0.0,1597.0,78,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,high risk
Christi Schantz,1900-01-01,396,92120,0,1766.0,1536.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Sherice Fabre,1900-01-01,2117,92117,0,1369.0,1245.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Randolph Gillies,1966-01-22,1913,92115,0,2568.0,2335.0,56,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Janeen Dollison,1900-01-01,1029,92111,0,1717.0,1561.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Giuseppe Rodriquez,1985-04-06,862,92124,0,2285.0,2078.0,37,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Paris Teston,1900-01-01,1861,92124,0,1955.0,1778.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Earlean Cichon,1900-01-01,619,92104,0,1161.0,1056.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Christi Schantz,1900-01-01,396,92120,0,1920.0,1536.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Mariette Frink,1900-01-01,1587,92116,1,2416.0,1933.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,0,1900.0,1728.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Eldridge Mccarver,1900-01-01,646,92120,0,901.0,784.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Jeff Mckeller,1900-01-01,1086,92110,0,0.0,1142.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,high risk
Sudie Galante,1957-05-08,2183,92105,1,1328.0,1208.0,65,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,high risk
Colette Letson,2004-09-17,438,92126,0,1641.0,1492.0,18,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Ngoc Milner,1959-08-02,1781,92108,0,2018.0,1755.0,63,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,high risk
Otha Pingree,1900-01-01,1849,92109,0,2224.0,1934.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Sherice Fabre,1900-01-01,2117,92117,0,1369.0,1245.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Elfreda Rowse,1900-01-01,654,92127,0,1474.0,1282.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,high risk
Harriette Hackett,1900-01-01,919,92130,0,2237.0,1790.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Han Freudenthal,1965-06-02,906,92107,1,2350.0,1880.0,57,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Harriette Hackett,1900-01-01,919,92130,0,2058.0,1790.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Zaida Koepke,1965-01-08,2467,92109,0,1579.0,1436.0,57,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,1,1817.0,1652.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,0,1714.0,1491.0,47,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Edward Pella,1900-01-01,631,92109,1,1472.0,1178.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Dann Seavey,1983-01-25,493,92119,0,1849.0,1681.0,39,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,high risk
Romana Buscher,1973-04-27,1961,92139,1,0.0,585.0,49,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Ronna Messer,1966-04-08,1967,92139,1,979.0,890.0,56,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,1,0.0,1840.0,65,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Magan Courts,1900-01-01,1527,92108,0,1488.0,1294.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,high risk
Chery Stinson,1900-01-01,387,92122,1,1833.0,1467.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Nichole Nethery,1900-01-01,1786,92123,0,1525.0,1220.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Soo Goshorn,1900-01-01,2161,92109,1,2168.0,1971.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Roxanne Schrantz,1969-01-28,1999,92120,0,1525.0,1220.0,53,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Lyman Deer,1970-03-11,1492,92128,0,1777.0,1616.0,52,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Mariette Frink,1900-01-01,1587,92116,1,2222.0,1933.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Machelle Studley,1956-05-19,1505,92114,0,1882.0,1711.0,66,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Otha Pingree,1900-01-01,1849,92109,0,2224.0,1934.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Eldridge Mccarver,1900-01-01,646,92120,0,901.0,784.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Otha Pingree,1900-01-01,1849,92109,0,2224.0,1934.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Alayna Alger,1973-06-23,30,92116,0,1132.0,985.0,49,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Gianna Propp,1900-01-01,845,92130,1,0.0,1227.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Harriette Hackett,1900-01-01,919,92130,0,2058.0,1790.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Ivan Berrey,1989-03-13,992,92113,1,1410.0,1282.0,33,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,0,1899.0,1652.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Fawn Sage,1979-10-17,756,92103,1,2242.0,1794.0,43,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Kraig Lorusso,1900-01-01,1279,92129,1,1471.0,1338.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,high risk
Mack Perrault,1900-01-01,1507,92115,1,1758.0,1599.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Madie Pompa,1966-04-28,1516,92115,0,1688.0,1535.0,56,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Merlene Beumer,1900-01-01,1669,92101,1,1676.0,1524.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Bethel Kelson,1900-01-01,203,92114,1,0.0,1206.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Marvella Westling,1900-01-01,1623,92107,0,1708.0,1553.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Charleen Bost,1900-01-01,369,92116,1,676.0,615.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Edmundo Echavarria,1972-08-17,627,92106,1,0.0,1520.0,50,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,high risk
Beata Bevans,2023-09-18,184,92107,0,1425.0,1140.0,-1,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Odilia Crossley,1977-01-20,1833,92109,0,1403.0,1276.0,45,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Jacqualine Bruso,1969-09-17,1005,92103,0,1382.0,1257.0,53,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Sparkle Manus,1900-01-01,2165,92115,1,1642.0,1314.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Mertie Hoskins,1968-03-19,1679,92107,1,1309.0,1190.0,54,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Rebekah Weatherly,1900-01-01,1927,92139,0,1546.0,1406.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Enrique Wendell,1975-03-13,705,92116,0,1661.0,1510.0,47,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Fawn Sage,1979-10-17,756,92103,0,2063.0,1794.0,43,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Armando Bilger,1900-01-01,149,92121,1,1777.0,1616.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,high risk
