name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount
Allyson Giberson,01/01/1900,61,92104,20110913,1662,1511
Olin Charleston,01/14/1975,1839,92172,20100706,1543,1543
Ellen Collie,07/04/1969,663,92127,20120301,1653,1653
Loise Payne,08/05/1994,1439,92105,20100701,1842,1842
Erminia Bittinger,01/01/1900,712,92117,20100202,1720,1720
Tatum Moodie,05/07/1988,2228,92197,20120201,864,864
Shyla Dau,01/01/1900,2139,92127,20101101,1821,1821
Harriette Gulotta,02/21/1977,916,92112,20110601,1886,1886
Rhona Shipton,06/10/2019,1944,92133,20120101,1225,1225
Sonja Folks,06/13/1970,2157,92149,20100601,1922,1922
Bobbie Glanton,01/01/1900,224,92177,20101206,1462,1462
Anamaria Elsea,04/08/1983,87,92170,20111001,1723,1723
Theda Howard,01/01/1900,2260,92161,20120501,1850,1850
Merrilee Oehler,01/01/1900,1675,92169,01/01/2012,1592,1592
Lilia Manahan,03/09/1968,1417,92192,20111201,1398,1398
Patricia Huckaby,08/13/1991,1864,92171,20120207,1735,1735
Porfirio Machnik,02/25/1985,1892,92160,20110801,1255,1255
Shelby Sedillo,01/01/1900,2111,92149,20110916,1950,1773
Warren Wengert,19770928,2411,92197,20100608,1697,1697
Blanche Straka,19780207,222,92115,20110601,1728,1728
Loretta Hauk,01/01/1900,1451,92108,20120601,1226,1226
Bell Felkins,01/01/1900,189,92160,20120201,1521,1521
Jacqualine Bruso,09/17/1969,1005,92103,20110427,1445,1257
Tessa Humbert,04/15/1969,2254,92103,20100901,1355,1355
Marge Mcsweeney,10/26/1983,1569,92124,20100407,2027,2027
Shanda Kubik,01/01/1900,2068,92111,20110601,1104,1104
Gwenda Morocco,07/23/1996,892,92112,20101008,1595,1595
Bailey Hynek,01/01/1900,176,92154,20100305,2382,1906
Margery Singleterry,01/01/1900,1570,92167,20120205,1288,1288
Johnson Lovingood,01/01/1900,1138,92184,20120101,1633,1633
Latarsha Gleaves,06/21/1989,1337,92120,20120401,1677,1677
Kiara Brathwaite,04/07/1982,1249,92121,20110404,1417,1417
Lynnette Amsler,11/26/1989,1499,92117,20111201,1179,1179
Marylyn Cardenas,01/01/1900,1634,92121,20100501,1559,1559
Cletus Nitta,08/03/1978,428,92153,06/01/2012,1726,1726
Chante Mowery,01/01/1900,361,92129,20100201,1555,1555
Melaine Wiemann,07/27/1992,1653,92111,20100801,1334,1334
Selene Ellman,19721008,2059,92168,20100501,1722,1722
Bell Felkins,01/01/1900,189,92160,20120301,1521,1521
Malorie Bartsch,07/26/1970,1545,92111,20120601,1402,1402
Wilbur Shope,03/21/1957,2420,92137,02/01/2012,1914,1914
Ocie Mccomb,10/20/1976,1824,92196,20100501,1250,1250
Annabel Rolph,07/04/1969,108,92147,20101201,1434,1434
Shalonda Kerns,01/01/1900,2066,92179,20111205,2060,1648
Zona Thorton,01/01/1900,2475,92124,20110901,1661,1661
Judy Groth,01/01/1900,1164,92198,20120622,2624,2282
Malinda Hemby,01/01/1900,1542,92132,20111114,1681,1529
Alyssa Mintz,01/01/1900,76,92198,20111201,1726,1726
Harriette Gulotta,02/21/1977,916,92112,20101001,1886,1886
Melida Davalos,11/12/1980,1656,92137,20110501,1608,1608
Polly Eaker,11/12/1972,1891,92165,20110816,1501,1365
Harland Wyse,10/17/1976,912,92128,20110601,1995,1995
Ida Mawson,01/28/1981,966,92194,03/07/2010,,975
Merrie Amaker,02/28/1985,1674,92150,20120101,1956,1956
Yajaira Ridgley,01/01/1900,2445,92135,20110101,1537,1537
Corinne Cimini,10/18/2004,449,92107,20111101,1731,1731
Prince Bent,01/01/1900,1898,92158,20100401,1612,1612
Cassy Heuer,09/20/2003,336,92196,20111001,1976,1976
Michelina Granderson,01/01/1900,1688,92115,20100602,1483,1483
Sumiko Melton,04/04/1976,2188,92127,20110501,1681,1681
Oda Poirer,01/01/1900,1829,92197,20110901,1352,1352
Giselle Hillhouse,09/12/1991,856,92147,20120701,1199,1199
Alva Guadarrama,10/11/1989,69,92119,20110702,1948,1948
Lucila Gaskamp,01/01/1900,1472,92131,20101107,1930,1930
Ethelene Monaco,01/01/1900,724,92109,20101201,1086,1086
Darwin Domenick,01/01/1900,515,92193,20120201,932,932
Shawn Laraway,01/01/1900,2104,92115,03/01/2012,1140,1140
Catalina Fritze,04/21/1940,337,92150,20110301,892,892
Joshua Kubat,01/01/1900,1155,92121,20111101,1508,1508
Colene Fitts,07/08/1982,436,92139,20110701,1435,1435
Nicolle Swigert,02/05/1984,1794,92170,02/13/2012,1958,1780
,Tanja Jarnagin,19000101,2220,92179,20111001,1921,1921
Lettie Piano,12/27/1974,1411,92134,20111101,1969,1969
Machelle Studley,05/19/1956,1505,92114,20120404,1711,1711
Luana Pflum,10/17/1978,1465,92114,20110111,1458,1326
,Amos Penhollow,01/27/1979,83,92127,20100501,1338,1338
Emilio Niehaus,01/01/1900,695,92152,20111211,1459,1327
Lynell Hermes,11/20/1971,1496,92117,20110401,1745,1745
Malinda Hemby,01/01/1900,1542,92132,20110303,1529,1529
Alva Guadarrama,10/11/1989,69,92119,20100304,1948,1948
Vanesa Lefort,01/01/1900,2358,92160,20101201,1473,1473
Estell Mcfatridge,19760514,721,92161,20100501,1751,1751
Kali Gorecki,06/16/1958,1185,92149,20101018,1421,1137
Jeff Mckeller,01/01/1900,1086,92110,20100909,1256,1142
Toya Mohammed,01/01/1900,2311,92169,20120201,1340,1340
Rodrigo Sarkisian,03/20/1986,1958,92166,20120301,1244,1244
Booker Gadberry,01/01/1900,227,92149,20120502,1567,1567
Jewel Jiang,11/08/1996,1114,92160,20111101,1321,1321
Delphia Palacio,01/01/1900,550,92128,20110901,1895,1895
Nieves Mercier,01/01/1900,1796,92164,20120501,1486,1486
Flossie Wilber,01/01/1900,789,92112,20110508,2114,2114
Treasa Desai,19000101,2318,92137,20100612,2191,1992
Manda Youssef,01/01/1900,1547,92108,20100301,1344,1344
Pearly Shipe,01/01/1900,1875,92127,20110701,1470,1470
Karine Moody,01/01/1900,1194,92197,20120505,1478,1478
Claudio Anson,01/01/1900,417,92139,20100801,1687,1687
Kerstin Hypolite,01/01/1900,1245,92110,20110101,1082,1082
Sanora Rosenberry,01/11/1983,2050,92134,20120501,1777,1777
Nam Armendariz,01/01/1900,1749,92196,20120804,1435,1435
Lucilla Broderick,01/01/1900,1474,92159,20120801,1439,1439
Keena Sanson,01/18/1966,1232,92162,20110110,1763,1603
Dara Prevost,01/01/1900,500,92138,03/01/2010,1129,1129
Madeline Chae,05/05/1977,1515,92131,20100201,1605,1605
Misti Twining,02/01/1964,1718,92176,20110901,718,718
India Linehan,03/06/1963,972,92122,20100601,1004,1004
Tora Epperly,07/26/1988,2306,92106,20120801,1569,1569
Alex Earle,11/02/2001,43,92149,08/09/2011,1639,1490
Vanessa Marty,01/01/1900,2359,92195,20110801,2178,2178
,Jettie Debord,11/22/1979,1113,92126,20120301,1778,1778
Penelope Alarcon,01/01/1900,1879,92169,20120204,1205,1205
,Bradley Muench,01/01/1900,231,92159,20101025,1566,1362
Shirleen Higby,08/08/1932,2134,92153,07/01/2011,,1588
Harmony Eshelman,07/21/1989,913,92122,20110901,1328,1328
Danae Rosenbeck,10/15/1963,479,92160,20100201,1497,1497
Altagracia Harting,01/23/1974,66,92109,20111101,572,572
Nereida Dycus,04/28/1991,1774,92109,20101202,1554,1554
Joey Loth,04/08/1965,1127,92192,20110701,,1297
Mira Salcido,01/01/1900,1712,92163,20100401,1375,1375
Agatha Brindley,05/06/1986,17,92179,20100401,1059,1059
Krystyna Vansant,19690326,1288,92171,20120907,1861,1861
Stasia Schindler,19000101,2175,92126,20111101,1314,1314
Ethelyn Joesph,01/01/1900,725,92109,20111201,1743,1743
Lauran Thacker,01/01/1900,1347,92102,20111101,768,768
Dwana Burdo,08/23/1986,616,92122,20100701,1613,1613
Luigi Chew,12/06/1979,1482,92182,20111201,1488,1488
Tommy Coppock,02/02/1971,2291,92110,20110301,1754,1754
Leonila Gillispie,01/01/1900,1396,92130,02/06/2010,1581,1581
Avril Densmore,19660317,172,92113,20101001,1512,1512
Christi Schantz,01/01/1900,396,92120,20110714,1689,1536
Aida Kittel,11/03/1972,26,92113,20120125,915,796
Delora Conlee,01/01/1900,546,92162,20120904,1217,1217
Dalene Bialaszewski,01/01/1900,469,92199,20120914,1276,1160
Polly Eaker,11/12/1972,1891,92165,20100501,1365,1365
Raylene Paff,06/25/1976,1916,92129,20101001,1020,1020
Justine Wu,01/01/1900,1177,92107,20111201,1580,1580
Alfonso Boggs,19000101,44,92121,20100401,955,955
Na Warburton,01/01/1900,1771,92193,20110601,1767,1767
Karisa Tarlton,01/01/1900,1195,92179,20101101,1559,1559
Allyson Giberson,01/01/1900,61,92104,20111006,1511,1511
Yessenia Oconnor,01/01/1900,2450,92116,20111211,1782,1426
Tyson Finn,01/01/1900,2348,92167,20110701,1348,1348
,Meagan Mitchum,01/19/1984,1649,92179,20120801,1661,1661
Gregg Disney,02/25/1981,883,92175,02/01/2010,1923,1923
Reita Hamid,12/26/1941,1931,92195,20120601,1642,1642
Denny Webber,03/12/1989,563,92115,20100501,1886,1886
Fe Leader,01/01/1900,758,92195,20120301,1414,1414
Tennille Crunk,10/19/1976,2237,92171,20110201,1238,1238
Damien Rathbun,01/01/1900,474,92103,20100311,1738,1580
Cyrstal Thoma,08/16/1994,465,92150,20100904,1029,1029
Sharron Frizzell,01/01/1900,2094,92195,20120801,824,824
Ariel Mathisen,01/01/1900,136,92163,20120131,1574,1369
Cassey Viverette,01/01/1900,334,92194,20120302,1457,1457
Ferdinand Thoman,09/08/1981,764,92179,20120101,1403,1403
Angeline Gennaro,05/16/1975,97,92135,20100401,1137,1137
Jene Aguiar,01/01/1900,1087,92135,20100205,1051,1051
Lora Moyes,19880111,1446,92104,20110501,1906,1906
Chantelle Eaker,12/17/1992,358,92131,20100501,1548,1548
Floria Sprenger,01/01/1900,784,92104,20120601,1753,1753
Florrie Mecham,01/01/1900,787,92167,20110201,1235,1235
Ryan Heng,19000101,2020,92106,20100401,1468,1468
Marica Burkey,11/06/1975,1581,92170,20100402,932,932
Lavinia Schoonmaker,01/01/1900,1352,92108,20120101,1324,1324
Merlene Beumer,01/01/1900,1670,92191,20120705,1265,1265
Christi Schantz,01/01/1900,396,92120,20110509,1689,1536
Mercedez Purdie,01/01/1900,1667,92187,20120408,1206,1206
Eliana Earl,01/01/1900,655,92104,20111001,1494,1494
Ursula Celestine,07/05/1989,2350,92166,20100701,1667,1667
Shirleen Higby,08/08/1932,2135,92124,20120501,1474,1474
Ed Mcmunn,01/01/1900,625,92160,20101201,1324,1324
Russ Mchale,04/20/1977,2015,92137,20100401,1744,1744
Christin Svoboda,09/17/1984,395,92131,20120601,1837,1837
Kirk Ricard,12/11/1973,1260,92153,20120201,1750,1750
Marci Rivera,07/21/1990,1554,92171,20111101,1560,1560
Sadye Darland,19000101,2032,92128,20111201,1926,1926
Agustina Spargo,01/01/1900,21,92111,20100627,2632,2289
Martha Rocha,05/06/1980,1616,92140,20120401,1533,1533
Renita Delao,01/01/1900,1935,92115,20100501,1593,1593
Renita Delao,01/01/1900,1935,92115,20100301,-238.95,1593
Carmella Buchanan,19961209,312,92115,20100212,1498,1362
Muriel Wichman,05/14/1985,1737,92152,20120401,1299,1299
Gerard Jones,01/01/1900,838,92105,20101009,1574,1431
Marlon Guarnieri,01/01/1900,1609,92112,20111201,-190.05,1267
Jacquie Escarcega,01/12/1982,1009,92101,20101201,1444,1444
Noel Lupien,01/01/1900,1806,92199,20120801,753,753
Catrice Tyree,04/14/1978,340,92116,20120501,1364,1364
Halina Carron,11/07/1975,900,92193,20120407,1134,1134
Keitha Claude,08/16/1982,1234,92155,20120101,1322,1322
Carly Buitron,01/01/1900,307,92161,20110401,2091,2091
Randi Keppler,01/01/1900,1912,92163,20120301,1346,1346
Jani Brannon,01/01/1900,1040,92165,20111205,1275,1275
Alfonso Boggs,19000101,44,92121,20110301,955,955
Jarvis Auman,01/01/1900,1056,92177,20110204,1723,1723
Brigitte Prom,01/01/1900,246,92164,20110601,1743,1743
,Bobbie Glanton,01/01/1900,224,92177,20120913,1608,1462
Loreta Goza,01/01/1900,1450,92142,20110505,1330,1330
Lesia Zwart,03/12/1980,1405,92190,20120803,1878,1878
Clementina Hammes,08/24/1950,421,92109,20120101,1661,1661
Kali Gorecki,06/16/1958,1185,92149,20120508,1137,1137
Deanne Schisler,12/10/1955,529,92164,20110205,1441,1441
Bradly Culler,01/01/1900,235,92110,20101101,1226,1226
Sammy Piedra,10/12/1939,2039,92162,20110407,1234,1234
Ivette Watson,19000101,995,92140,20120301,1348,1348
Elise Ramsdell,01/01/1900,659,92130,20100901,1558,1558
Alfred Fitzsimons,02/15/2000,48,92182,20120201,1861,1861
Margorie Prichett,01/01/1900,1571,92103,20100201,1296,1296
Jasmine Caines,01/01/1900,1058,92170,20101001,1451,1451
Kati Sharif,01/01/1900,1218,92114,20110905,1858,1858
Janeen Dollison,01/01/1900,1029,92111,20110702,1561,1561
Fe Taber,01/01/1900,769,92161,20100301,1024,1024
Otha Overlock,12/18/1985,1848,92104,20100708,1618,1295
Chad Tsan,01/01/1900,353,92122,20100401,1217,1217
Leanne Lewison,06/05/1961,1362,92192,20100601,1786,1786
Fleta Willms,11/08/1973,777,92174,20111001,1361,1361
Walton Talmadge,01/01/1900,2403,92136,20100801,1922,1922
Christi Schantz,01/01/1900,396,92120,20101015,1689,1536
Jeniffer Baysinger,01/01/1900,1094,92198,20100302,1246,1246
Carolyne Radley,01/01/1900,323,92130,20110401,1708,1708
Nobuko Rodda,11/10/2011,1804,92137,20110101,1267,1267
Walter Squillace,01/01/1900,2402,92112,20100414,-230.4,1536
Han Atchison,01/01/1900,905,92191,20110501,1638,1638
Eusebio Seo,12/14/2006,742,92107,20110801,823,823
Bernetta Nebel,05/24/1966,198,92102,20100301,1876,1876
Darrel Cianciolo,01/01/1900,509,92194,20120108,1494,1494
Harry Casimir,02/03/1962,920,92129,10/01/2010,1364,1364
Jarvis Auman,01/01/1900,1056,92177,20100604,2153,1723
Natalya Favors,04/20/1982,1761,92114,11/01/2011,609,609
Leoma Enz,01/01/1900,1390,92184,20100501,1841,1841
Candi Kammer,12/09/1952,287,92179,20101001,1283,1283
Jennie Carnegie,01/01/1900,1097,92190,20100301,1681,1681
Elvera Yancy,19000101,678,92115,03/02/2010,2007,2007
Nicolle Swigert,02/05/1984,1794,92170,10/01/2011,1780,1780
Marilee Kingsberry,07/28/1972,1590,92191,20111101,1246,1246
Floria Sprenger,01/01/1900,784,92104,20100301,1753,1753
Mirella Cardinal,01/01/1900,1713,92194,20110109,1720,1564
Franklin Digregorio,01/01/1900,799,92123,20101101,832,832
Harry Casimir,02/03/1962,920,92129,09/01/2010,1364,1364
Keenan Hallum,05/17/1982,1231,92169,20120501,1342,1342
Magali Spade,01/01/1900,1522,92137,20110129,1882,1637
Catrina Constantine,01/01/1900,341,92169,20120701,2079,2079
Tori Blaker,01/01/1900,2308,92128,20120308,1544,1544
Ryan Stahly,01/01/1900,2021,92182,20101101,1212,1212
Rosalinda Faires,01/14/1975,1973,92139,20100702,1720,1720
Eusebio Seo,12/14/2006,742,92107,20101201,823,823
Clemente Gingerich,01/01/1900,420,92108,20110601,1484,1484
Anne Mielke,19530411,115,92168,20110213,2379,2163
Madelaine Frandsen,01/01/1900,1513,92179,20120901,1670,1670
Cristobal Tygart,01/01/1900,457,92176,20100902,1215,972
Denyse Kung,19000101,564,92112,20110201,1485,1485
Houston Pretty,01/01/1900,955,92128,20111202,1936,1936
Marleen Avera,04/09/1980,1604,92115,01/01/2012,1810,1810
Leo Moorhouse,01/01/1900,1392,92147,20110901,1132,1132
Gwyn Shank,01/01/1900,897,92116,20111101,853,853
Justine Wu,01/01/1900,1177,92107,20111001,1580,1580
Joetta Hiner,01/01/1900,1124,92172,20120501,1733,1733
Treasa Island,08/21/1976,2319,92115,20100606,1686,1686
Shayne Urick,01/01/1900,2106,92196,20101101,1417,1417
Colette Swaney,01/16/1999,439,92155,20110611,1731,1574
Elise Ramsdell,01/01/1900,659,92130,20110201,1558,1558
Sandy Mckie,01/23/1962,2045,92174,20120903,1637,1637
Collene Larocco,06/24/1959,442,92137,20111201,1871,1871
Morris Highsmith,08/14/1953,1728,92166,20101006,1698,1698
Wilford Mackin,01/04/1965,2422,92179,20110701,1104,1104
Kiara Paquet,05/08/1955,1250,92162,20110301,-189.9,1266
Eldon Wilbourn,01/01/1900,645,92170,01/01/2011,1727,1727
Leisa Corriveau,11/11/1982,1377,92163,20100801,1497,1497
Margarett Mcduffee,06/01/2010,1566,92192,07/01/2011,1548,1548
Sheilah Costas,05/28/1970,2110,92112,06/02/2011,1816,1816
Candelaria Dibble,05/18/1958,285,92149,20100501,1185,1185
,Emilie Fairley,11/18/1993,691,92158,20101001,1226,1226
Kaylee Harder,01/01/1900,1224,92195,20100901,1462,1462
Elizabeth Barbee,11/09/1970,660,92171,12/01/2010,1699,1699
Violeta Cleary,01/01/1900,2388,92108,20110702,1230,1230
Melida Demaree,01/01/1900,1657,92127,20100801,1384,1384
Janna Lautenschlage,01/01/1900,1048,92108,20120101,1489,1489
Dwight Ohara,01/01/1900,618,92114,20120901,1248,1248
Stephania Geier,05/19/1977,2178,92153,20110501,-255.15,1701
Helaine Amendola,01/01/1900,927,92166,20111001,986,986
Carlo Criner,01/01/1900,303,92127,20110401,777,777
Nikki Wygant,19000101,1799,92166,20100801,1640,1640
Kendrick Mceachin,03/21/1959,1241,92153,20111203,1577,1577
Georgianne Edlund,01/01/1900,836,92171,20120404,1698,1698
Eneida Cheatwood,01/01/1900,703,92103,20100801,2044,2044
Ying Koogler,01/01/1900,2455,92166,20100601,1474,1474
Myrle Mcgranahan,01/01/1900,1738,92142,20100401,1611,1611
Renita Delao,01/01/1900,1935,92115,20100601,1593,1593
Elly Escamilla,04/11/1970,668,92126,20111201,1994,1994
Joaquin Stephenson,09/20/1983,1120,92168,20111201,1497,1497
Kirsten Krizan,10/28/1997,1262,92195,20110801,941,941
Sharolyn Martines,01/01/1900,2089,92116,03/04/2010,1834,1834
Pasquale Breitenstein,09/13/1954,1862,92101,20110702,1038,1038
Merlene Beumer,01/01/1900,1669,92101,20110311,1676,1524
Catrina Constantine,01/01/1900,341,92169,20120101,2079,2079
Barry Heatley,01/01/1900,179,92177,05/01/2011,1718,1718
,Clare Tilly,12/21/1956,407,92155,20110401,1723,1723
Jona Nicholson,01/01/1900,1140,92113,20100604,1794,1794
Vanesa Hetherington,05/14/1962,2357,92163,20110303,1445,1445
Milton Kimmer,01/01/1900,1705,92119,20111001,1436,1436
Breanna Bowden,02/20/1964,240,92167,20100401,1623,1623
Ethan Mosteller,08/08/2018,722,92199,20100801,1844,1844
Fidel Harrelson,05/28/1986,773,92170,20120927,2021,1758
Ludie Bleau,01/01/1900,1477,92187,02/01/2011,1752,1752
Willetta Herald,04/03/1987,2431,92145,20100901,2023,2023
Elma Bozell,12/05/1971,669,92140,20120901,1243,1243
Keturah Sheehan,10/16/1991,1248,92190,20120501,1057,1057
Kacey Quesenberry,01/01/1900,1178,92139,20120702,1760,1760
Tennille Crunk,10/19/1976,2237,92171,20100301,1238,1238
Jerlene Rummel,01/01/1900,1102,92117,20110103,1234,1234
Arturo Heinrich,11/22/2000,154,92179,20110201,2125,2125
Wilber Haymon,12/15/1985,2419,92174,20101125,1588,1381
Carolina Keppel,07/09/2003,320,92172,20110701,1440,1440
Bradly Bustos,01/01/1900,234,92172,20110901,1544,1544
Joan Mackay,02/13/1987,1117,92191,20101110,2074,1886
Chastity Dowell,03/20/1991,372,92172,20110401,1484,1484
Gretchen Corbo,08/01/1974,888,92166,20110901,1211,1211
Bruna Spada,05/06/2006,251,92116,20111204,1285,1285
Emerson Vaz,01/01/1900,685,92167,20120701,1857,1857
Nga Drumm,09/18/1961,1779,92117,20100201,1542,1542
Penny Heintzelman,01/01/1900,1880,92176,20100801,1757,1757
Joshua Kubat,01/01/1900,1155,92121,20120101,1508,1508
Annemarie Vankleeck,05/02/1988,114,92169,20110201,1677,1677
Denna Rumery,04/19/1955,560,92123,20110510,1729,1572
Raylene Paff,06/25/1976,1916,92129,20120901,1020,1020
Mandi Delao,01/01/1900,1548,92172,09/03/2012,1937,1937
Tyesha Savell,07/01/1983,2339,92153,20120804,1431,1431
Christa Gobel,12/13/1957,393,92187,20111111,1738,1580
Patricia Huckaby,08/13/1991,1864,92171,20110603,1735,1735
Suk Gould,12/18/1969,2186,92179,20110602,1531,1531
Lenita Setton,10/28/1982,1383,92170,20120208,1395,1116
Reba Byham,10/09/1980,1924,92117,20110301,1592,1592
Austin Sharrock,01/01/1900,170,92133,20120901,1533,1533
Miesha Trosclair,03/08/1973,1693,92149,20100721,1204,1047
Alton Barber,06/03/1987,67,92193,20101001,1465,1465
Kylee Padillo,10/06/2016,1296,92111,12/09/2010,1613,1467
Bruno Newbern,05/25/1993,254,92154,20120301,1538,1538
Keeley Bumgardner,01/01/1900,1228,92133,20111101,1235,1235
Penny Heintzelman,01/01/1900,1880,92176,20110701,1757,1757
Pasquale Breitenstein,09/13/1954,1862,92101,20110601,1038,1038
Jeannetta Fravel,19620807,1081,92184,20110201,831,831
Maida Curci,01/01/1900,1532,92116,20110702,1337,1337
Wendell Blackmer,06/14/1977,2417,92164,20111013,1856,1688
Evonne Waltz,10/11/1996,750,92123,20100701,1752,1752
Daphine Ates,01/01/1900,497,92122,20111101,1811,1811
Julissa Sandlin,19720118,1175,92121,20101101,1771,1771
Amos Penhollow,01/27/1979,84,92171,20111001,947,947
Charisse Dille,01/01/1900,366,92175,20110701,1430,1430
Dong Vong,01/01/1900,597,92132,20111001,1383,1383
Alita Villasenor,01/01/1900,56,92175,20120201,1135,1135
Olen Pentz,07/14/1984,1836,92122,20111001,1542,1542
Iva Borelli,06/23/1944,991,92121,20100501,,1597
Latricia Carley,12/24/1990,1344,92123,20111008,1441,1441
Christi Schantz,01/01/1900,396,92120,20101119,1766,1536
Selene Giraud,01/01/1900,2060,92150,20100301,1287,1287
Madelaine Frandsen,01/01/1900,1513,92179,20120701,1670,1670
Martha Rocha,05/06/1980,1616,92140,20110201,1533,1533
Dalene Bialaszewski,01/01/1900,469,92199,20110715,1276,1160
Marilyn Kessinger,05/19/1967,1595,92104,20100601,1061,1061
Melvin Doe,01/01/1900,1665,92177,20110901,1353,1353
Shayla Hockensmith,01/01/1900,2105,92163,20100901,1355,1355
Lory Kothari,04/16/1980,1458,92142,20110601,1525,1525
Graham Monaghan,19701203,877,92116,20110902,1763,1763
Harriette Gulotta,02/21/1977,916,92112,20100401,1886,1886
Harmony Eshelman,07/21/1989,913,92122,20110501,1328,1328
Oneida Broome,12/17/1965,1843,92107,20120702,1549,1549
Ciera Riss,01/01/1900,400,92150,20110601,1500,1500
Krysten Scruggs,01/01/1900,1285,92111,20110401,1824,1824
Carmine Montelongo,02/09/1971,315,92124,20110801,1648,1648
Marilyn Kessinger,05/19/1967,1595,92104,20100801,1061,1061
Kimbra Sorenson,01/01/1900,1258,92107,20100701,1721,1721
Carmine Tappan,01/01/1900,316,92155,20100802,1342,1342
Birdie Smelley,01/12/1951,213,92187,20111101,1681,1681
Deon Noble,19000101,566,92176,20100707,1627,1627
Beatris Schneider,01/01/1900,185,92120,20100701,1514,1514
Arlette Maclean,01/01/1900,141,92196,11/10/2011,1721,1565
Francisca Heth,11/04/1973,795,92115,20100201,1681,1681
Mercedez Purdie,01/01/1900,1667,92187,20110502,1206,1206
Madalene Perl,07/28/1966,1511,92199,20100601,1700,1700
Rosaura Konieczny,20040720,1983,92168,20120301,2179,2179
Adan Havlik,19960423,11,92138,20120901,1794,1794
Lorriane Lowry,01/01/1900,1457,92193,20101201,1792,1792
Thomasena Hartig,01/01/1973,2269,92198,20120601,1112,1112
Leola Derrickson,01/01/1900,1389,92171,20110801,1421,1421
Angeline Gennaro,05/16/1975,97,92135,20110501,1137,1137
Harlan Colletti,04/22/1973,909,92105,20100801,1033,1033
Theresia Trowell,02/22/2000,2263,92136,20110801,867,867
Tamala Luciano,06/23/1999,2202,92104,06/01/2010,1234,1234
Elia Veasey,11/17/1972,657,92111,20100901,1455,1455
Emmaline Isett,01/01/1900,699,92117,20111101,2018,2018
Marilee Kingsberry,07/28/1972,1590,92191,20100502,1246,1246
Grady Wilds,01/01/1900,875,92107,20120301,1460,1460
Sherice Fabre,01/01/1900,2117,92117,20120714,1369,1245
Kittie Benoit,10/21/1966,1268,92124,20100401,1601,1601
Angelika Lamorte,19000101,96,92129,01/01/2012,1103,1103
Zackary Narducci,01/01/1900,2466,92176,20100501,1509,1509
Florinda Lonergan,07/12/1967,785,92126,20120801,1135,1135
,Ferdinand Thoman,09/08/1981,763,92116,20110301,2014,2014
Susannah Camilleri,01/01/1900,2189,92109,20111101,1520,1520
Randolph Gillies,01/22/1966,1913,92115,20110612,2568,2335
Walter Squillace,01/01/1900,2402,92112,20101013,1920,1536
Luana Pflum,10/17/1978,1466,92112,20120205,1196,1196
Nam Armendariz,01/01/1900,1749,92196,20100205,1435,1435
Janeen Dollison,01/01/1900,1029,92111,20120111,1717,1561
Fiona Vancamp,01/01/1900,774,92145,20120501,1421,1421
Tabatha Wysong,01/01/1900,2197,92174,20120201,1630,1630
Paola Buerger,19000101,1860,92193,20110701,1187,1187
Floria Dave,07/02/1950,783,92114,20101201,1977,1977
Dara Prevost,01/01/1900,500,92138,01/02/2011,1129,1129
Marg Barre,01/01/1900,1568,92135,20120401,1515,1515
Chi Demery,07/26/1994,389,92192,20110502,1622,1622
Marlene Steenbergen,03/25/1974,1606,92166,20101001,1609,1609
Jc Eichelberger,01/01/1900,1075,92123,20101101,1227,1227
Marcelino Benard,12/10/1979,1549,92152,20101001,1293,1293
Elayne Kulpa,05/11/1990,639,92117,20110401,1615,1615
Tiffany Demaris,02/12/2011,2275,92194,20120201,1587,1587
Henry Bingman,01/01/1900,933,92187,02/01/2011,1892,1892
Marylyn Cardenas,01/01/1900,1634,92121,20100701,1559,1559
Lenita Setton,10/28/1982,1383,92170,20120319,1283,1116
Nicolette Myerson,05/16/1970,1793,92126,20101001,1541,1541
Giuseppe Rodriquez,04/06/1985,862,92124,20110912,2285,2078
,Lloyd Holbert,01/01/1900,1437,92115,06/04/2012,1810,1810
Keesha Otis,07/27/1968,1233,92190,20100201,1394,1394
Cleta Beachy,01/01/1900,424,92135,20100501,1445,1445
Mellie Weber,01/01/1900,1659,92190,20101213,1754,1595
Eldon Wilbourn,01/01/1900,645,92170,08/02/2011,1727,1727
Claudie Demuth,19000101,416,92176,20120401,1131,1131
Yajaira Ridgley,01/01/1900,2445,92135,20110201,1537,1537
Collin Godby,01/01/1900,443,92107,01/01/2011,1625,1625
Paris Teston,01/01/1900,1861,92124,20101116,1955,1778
Sylvester Um,19770509,2196,92104,20120401,1947,1947
Karin Deblasio,06/25/1947,1193,92147,20120509,2378,2162
Rosa Helman,19620305,1970,92113,20111201,1363,1363
Muriel Sprow,12/26/1970,1736,92142,20100201,1328,1328
Violeta Parkin,01/01/1900,2389,92140,20120514,1394,1268
Delpha Stamand,03/18/1971,548,92111,20100902,1685,1685
Janeen Merkel,10/02/1968,1031,92163,20111101,1659,1659
Imelda Steere,01/01/1900,970,92174,20120401,1339,1339
Tammie Beggs,19000101,2210,92172,05/01/2012,1499,1499
Dominic Gullett,12/03/1988,591,92103,20100601,1451,1451
Burl Nevius,01/01/1900,267,92102,20120701,1852,1852
Dannielle Sherwood,01/01/1900,491,92196,20120704,1256,1005
Willene Shears,01/01/1900,2429,92186,20111201,1662,1662
Fleta Willms,11/08/1973,777,92174,20120701,1361,1361
Tomoko Dollins,01/01/1900,2293,92167,20111103,1048,1048
